alpha,beta,gamma,n_a,run_id,seed,status,final_alive,final_necrotic,final_total,total_metastatic,total_oxygen_consumed,fitness,mei,ncf,dissipation
0.6,0.7,0.0,200,63,63,ok,9860,2,9862,2809,633.5751,0.53497698,0.28483066,0.0002028,227.43198964
0.6,0.4,-0.1,200,78,78,ok,0,0,0,0,2.3729,0.0,0.0,0.0,1.0
0.5,0.7,0.1,500,4,4,capped,56468,17,56485,3724,3797.562,0.3888478,0.06592901,0.00030096,604.07192428
0.3,0.5,-0.1,500,11,11,ok,76,3,79,20,102.462,0.61811558,0.25316456,0.03797468,9.21624163
0.3,0.6,-0.1,1000,53,53,ok,283,16,299,53,277.8263,0.66576596,0.17725753,0.05351171,21.34187441
0.7,0.6,-0.1,200,18,18,ok,15,0,15,8,51.741,0.26843107,0.53333333,0.0,3.58898528
0.4,0.4,0.1,500,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.5,0.4,0.1,1000,86,86,ok,0,3,3,9,46.7643,0.0,3.0,1.0,8.0
0.6,0.6,0.1,500,22,22,ok,0,0,0,0,1.5146,0.0,0.0,0.0,1.0
0.4,0.7,0.0,1000,21,21,ok,3376,101,3477,377,1712.531,0.41328118,0.1084268,0.02904803,100.74420006
0.5,0.8,0.0,200,14,14,capped,57105,42,57147,1537,3032.3214,1.1504036,0.02689555,0.00073495,586.74386339
0.7,0.8,0.1,1000,40,40,ok,18704,7,18711,3011,2118.3119,0.28382104,0.16092138,0.00037411,314.99537781
0.3,0.6,0.0,500,92,92,ok,374,43,417,82,437.9704,0.46919729,0.19664269,0.10311751,28.35423261
0.4,0.4,-0.1,200,76,76,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.7,0.1,1000,44,44,ok,20051,141,20192,996,2039.897,0.8968447,0.04932647,0.00698296,301.52725123
0.4,0.8,-0.1,500,1,1,capped,58390,30,58420,1042,3388.0644,1.50910936,0.01783636,0.00051352,590.04194376
0.4,0.8,-0.1,1000,45,45,ok,30033,73,30106,690,2290.6143,1.659662,0.02291902,0.00242477,381.88799554
0.5,0.4,0.1,200,90,90,ok,0,0,0,0,2.055,0.0,0.0,0.0,1.0
0.6,0.6,-0.1,500,11,11,ok,0,0,0,0,0.913,0.0,0.0,0.0,1.0
0.4,0.4,-0.1,200,1,1,ok,0,0,0,1,8.0265,0.0,0.0,0.0,1.0
0.7,0.4,-0.1,200,42,42,ok,0,0,0,0,1.2047,0.0,0.0,0.0,1.0
0.5,0.4,0.0,1000,84,84,ok,14,1,15,13,71.0954,0.17426426,0.86666667,0.06666667,4.66047943
0.6,0.6,0.0,500,1,1,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.4,0.0,500,91,91,ok,0,0,0,1,2.6803,0.0,0.0,0.0,1.0
0.5,0.7,-0.1,1000,14,14,ok,2986,46,3032,393,1755.2132,0.3450746,0.12961741,0.0151715,92.44807146
0.6,0.8,-0.1,500,2,2,ok,43826,8,43834,2378,2944.0655,0.60073519,0.05425013,0.00018251,504.47298208
0.4,0.5,-0.1,1000,85,85,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.4,0.7,-0.1,200,40,40,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.5,0.1,500,3,3,ok,0,0,0,0,1.2205,0.0,0.0,0.0,1.0
0.6,0.8,0.0,1000,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.4,0.8,0.1,500,57,57,capped,61902,46,61948,643,3830.232,2.17515789,0.01037967,0.00074256,609.20869058
0.3,0.6,0.1,1000,95,95,ok,1272,169,1441,229,1403.2498,0.27552197,0.15891742,0.11727967,63.57181827
0.7,0.4,-0.1,1000,79,79,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.4,0.1,500,71,71,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.4,0.5,0.0,500,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.7,0.1,1000,93,93,ok,5711,47,5758,975,1998.037,0.26588887,0.16932963,0.00816256,145.74361974
0.4,0.8,-0.1,500,78,78,capped,55153,48,55201,627,3475.8704,2.18258496,0.01135849,0.00086955,564.74816044
0.4,0.4,0.1,1000,86,86,ok,6,4,10,8,67.2886,0.08256305,0.8,0.4,4.50133637
0.6,0.6,0.1,1000,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.6,0.1,500,9,9,ok,0,0,0,0,1.65,0.0,0.0,0.0,1.0
0.6,0.4,-0.1,500,22,22,ok,0,0,0,0,1.5146,0.0,0.0,0.0,1.0
0.5,0.8,0.1,500,7,7,capped,56414,105,56519,2090,3672.2987,0.70146301,0.03697872,0.00185778,588.81630133
0.7,0.6,0.0,200,79,79,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.4,0.0,500,69,69,ok,0,0,0,0,2.6169,0.0,0.0,0.0,1.0
0.3,0.6,0.0,500,10,10,ok,2432,77,2509,319,991.3479,0.58549537,0.12714229,0.03068952,82.54953623
0.7,0.5,0.0,500,44,44,ok,0,0,0,0,4.2128,0.0,0.0,0.0,1.0
0.6,0.6,-0.1,500,23,23,ok,140,2,142,56,287.5443,0.31210349,0.3943662,0.01408451,14.8109921
0.5,0.4,-0.1,500,10,10,ok,0,0,0,0,2.8266,0.0,0.0,0.0,1.0
0.3,0.6,0.1,1000,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.5,-0.1,500,12,12,ok,0,0,0,0,4.7563,0.0,0.0,0.0,1.0
0.6,0.6,0.1,500,91,91,ok,0,0,0,1,2.6803,0.0,0.0,0.0,1.0
0.7,0.7,-0.1,500,34,34,ok,390,6,396,188,678.3773,0.19961851,0.47474747,0.01515152,31.06844946
0.6,0.6,0.1,500,35,35,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.7,0.4,-0.1,1000,12,12,ok,0,0,0,0,12.077,0.0,0.0,0.0,1.0
0.3,0.6,-0.1,1000,43,43,ok,385,37,422,105,466.9372,0.40220589,0.24881517,0.08767773,29.40904758
0.5,0.6,-0.1,200,47,47,ok,100,1,101,21,164.0415,0.50380305,0.20792079,0.00990099,10.18135931
0.7,0.8,0.1,500,88,88,capped,57989,2,57991,2611,3767.5762,0.56774597,0.04502423,3.449e-05,602.54478131
0.7,0.6,0.1,200,58,58,ok,0,0,0,0,0.7633,0.0,0.0,0.0,1.0
0.3,0.8,-0.1,500,78,78,capped,54650,87,54737,389,3181.758,3.51248241,0.00710671,0.00158942,559.62031536
0.6,0.7,-0.1,1000,54,54,ok,0,0,0,0,3.6908,0.0,0.0,0.0,1.0
0.4,0.8,0.0,500,5,5,capped,61203,57,61260,822,3652.2823,1.81751267,0.01341822,0.00093046,606.62206303
0.5,0.8,0.1,1000,55,55,capped,63105,39,63144,1180,4376.9867,1.12636351,0.01868744,0.00061764,622.02058903
0.5,0.6,0.0,500,17,17,ok,639,23,662,149,845.9404,0.3033624,0.22507553,0.0347432,37.05456338
0.5,0.5,0.1,500,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.4,0.4,-0.1,1000,75,75,ok,0,0,0,0,1.7619,0.0,0.0,0.0,1.0
0.7,0.6,0.0,200,86,86,ok,35,0,35,15,76.7914,0.39633046,0.42857143,0.0,5.88240493
0.6,0.8,0.1,200,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.5,0.1,500,87,87,ok,0,0,0,2,18.3765,0.0,0.0,0.0,1.0
0.5,0.4,-0.1,1000,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.4,-0.1,1000,99,99,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.6,0.6,0.0,1000,71,71,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.6,0.6,0.1,500,15,15,ok,34,0,34,23,114.232,0.24198364,0.67647059,0.0,6.77105192
0.4,0.7,-0.1,1000,24,24,ok,3594,66,3660,439,1784.6007,0.37363559,0.11994536,0.01803279,104.20460591
0.7,0.7,-0.1,1000,6,6,ok,0,0,0,1,6.072,0.0,0.0,0.0,1.0
0.6,0.8,0.1,500,81,81,capped,62638,10,62648,2332,4072.2584,0.63246863,0.03722385,0.00015962,629.72975528
0.3,0.7,-0.1,200,87,87,ok,46530,59,46589,1704,2602.6139,0.99102992,0.03657516,0.00126639,517.14653863
0.6,0.5,-0.1,200,24,24,ok,0,0,0,11,50.6958,0.0,0.0,0.0,1.0
0.6,0.7,0.1,1000,34,34,ok,850,13,863,311,1146.2821,0.18042038,0.3603708,0.01506373,48.16875291
0.7,0.5,0.1,1000,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
0.6,0.5,-0.1,500,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.8,-0.1,200,17,17,capped,59737,26,59763,1451,3298.4896,1.16766024,0.02427924,0.00043505,602.79520512
0.3,0.6,0.0,500,18,18,ok,0,0,0,0,1.3451,0.0,0.0,0.0,1.0
0.5,0.4,0.0,1000,18,18,ok,0,0,0,0,1.3451,0.0,0.0,0.0,1.0
0.7,0.5,-0.1,1000,67,67,ok,0,0,0,1,14.8712,0.0,0.0,0.0,1.0
0.6,0.5,0.0,200,21,21,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.6,0.1,200,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.5,-0.1,500,47,47,ok,0,0,0,0,2.6499,0.0,0.0,0.0,1.0
0.6,0.6,-0.1,1000,14,14,ok,69,2,71,28,125.5364,0.42940718,0.3943662,0.02816901,9.45992842
0.3,0.6,-0.1,1000,31,31,ok,165,28,193,48,295.1964,0.37766881,0.24870466,0.14507772,18.37696683
0.6,0.8,-0.1,200,74,74,timeout,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4,0.7,0.0,500,32,32,ok,25546,22,25568,1812,1703.401,0.78436486,0.07086984,0.00086045,357.97193556
0.4,0.5,0.0,1000,46,46,ok,0,0,0,0,2.2274,0.0,0.0,0.0,1.0
0.7,0.6,-0.1,1000,43,43,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.4,0.0,500,97,97,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.6,0.6,0.1,1000,6,6,ok,29,1,30,12,78.4592,0.33001687,0.4,0.03333333,5.37514567
0.3,0.4,0.1,200,11,11,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.8,-0.1,500,62,62,capped,55907,4,55911,2776,3632.0717,0.53520836,0.04965034,7.154e-05,590.67440523
0.6,0.4,0.1,1000,61,61,ok,0,0,0,0,2.487,0.0,0.0,0.0,1.0
0.5,0.4,0.1,1000,3,3,ok,0,0,0,0,1.0607,0.0,0.0,0.0,1.0
0.5,0.8,0.0,500,99,99,capped,60090,30,60120,1191,3723.7081,1.24997214,0.01981038,0.000499,602.59149247
0.4,0.8,0.1,1000,5,5,capped,57626,105,57731,683,3781.3766,1.94628655,0.01183073,0.00181878,582.69865475
0.6,0.6,-0.1,500,85,85,ok,56,3,59,22,192.5915,0.23833673,0.37288136,0.05084746,8.41424112
0.4,0.7,-0.1,1000,3,3,ok,1379,63,1442,265,1272.8574,0.29681897,0.18377254,0.04368932,60.6862918
0.3,0.7,0.1,1000,13,13,ok,2123,86,2209,195,1186.7323,0.60642238,0.08827524,0.03893164,73.80126271
0.3,0.5,0.1,200,45,45,ok,0,0,0,0,2.729,0.0,0.0,0.0,1.0
0.4,0.6,0.0,500,55,55,ok,278,16,294,64,385.0364,0.44024983,0.21768707,0.05442177,21.84686913
0.6,0.5,-0.1,500,74,74,ok,0,0,0,4,31.4847,0.0,0.0,0.0,1.0
0.6,0.7,0.0,500,34,34,ok,1718,12,1730,260,1066.3877,0.44751288,0.15028902,0.00693642,64.2363245
0.3,0.4,0.0,200,47,47,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.4,0.5,-0.1,500,94,94,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.7,0.0,1000,91,91,ok,319,1,320,102,365.977,0.4315047,0.31875,0.003125,23.81725863
0.7,0.7,0.1,1000,71,71,ok,623,12,635,209,962.8766,0.20939145,0.32913386,0.01889764,38.50253763
0.3,0.6,0.1,500,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.5,0.7,-0.1,200,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.8,0.1,500,92,92,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.5,0.0,1000,30,30,ok,11,0,11,12,54.7329,0.17944299,1.09090909,0.0,3.97989122
0.7,0.6,0.0,200,31,31,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.4,0.1,500,86,86,ok,0,3,3,9,46.7643,0.0,3.0,1.0,8.0
0.7,0.4,0.0,1000,8,8,ok,0,0,0,4,23.2201,0.0,0.0,0.0,1.0
0.6,0.6,0.0,500,36,36,ok,214,2,216,91,485.8154,0.23062644,0.4212963,0.00925926,19.87303182
0.6,0.5,0.0,500,34,34,ok,0,0,0,0,2.9335,0.0,0.0,0.0,1.0
0.3,0.8,0.1,500,51,51,capped,61279,52,61331,591,3908.6334,2.26886517,0.00963624,0.00084786,604.7751684
0.7,0.6,0.1,200,62,62,ok,0,0,0,0,1.6465,0.0,0.0,0.0,1.0
0.3,0.6,-0.1,200,32,32,ok,31671,23,31694,2514,1832.7287,0.66108607,0.07932101,0.00072569,416.2855232
0.3,0.4,0.0,1000,70,70,ok,0,1,1,3,25.7756,0.0,3.0,1.0,8.0
0.7,0.4,0.0,200,96,96,ok,0,0,0,0,2.3729,0.0,0.0,0.0,1.0
0.4,0.7,0.0,500,97,97,ok,0,0,0,0,2.1097,0.0,0.0,0.0,1.0
0.3,0.8,0.0,1000,23,23,capped,56762,197,56959,472,3783.1387,2.62306705,0.00828666,0.00345863,576.41152858
0.5,0.5,0.0,500,75,75,ok,3,1,4,2,25.4003,0.11579289,0.5,0.25,1.875
0.6,0.4,0.1,500,74,74,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.3,0.5,0.0,500,3,3,ok,27,2,29,3,40.7336,0.64353719,0.10344828,0.06896552,4.28471496
0.4,0.8,-0.1,200,93,93,capped,56413,102,56515,765,3429.9239,1.9014224,0.01353623,0.00180483,575.44764083
0.5,0.7,0.1,200,38,38,ok,4189,1,4190,2259,454.9691,0.39030173,0.53914081,0.00023866,153.98045583
0.3,0.8,0.0,1000,48,48,capped,53868,153,54021,480,3777.8334,2.45844251,0.00888543,0.00283223,556.39874584
0.5,0.7,0.0,500,86,86,ok,1829,19,1848,206,899.5329,0.66446976,0.11147186,0.01028139,65.0753324
0.3,0.5,0.1,500,35,35,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.8,0.0,1000,50,50,capped,62340,197,62537,556,4252.4167,2.23474073,0.00889074,0.00315014,613.63345157
0.6,0.5,-0.1,1000,5,5,ok,0,0,0,0,1.0647,0.0,0.0,0.0,1.0
0.4,0.7,0.0,200,69,69,ok,0,0,0,0,2.8032,0.0,0.0,0.0,1.0
0.6,0.5,0.0,200,3,3,ok,0,0,0,0,1.2205,0.0,0.0,0.0,1.0
0.5,0.4,-0.1,1000,71,71,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.5,0.5,0.0,200,30,30,ok,0,0,0,7,34.5154,0.0,0.0,0.0,1.0
0.6,0.8,-0.1,500,92,92,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.6,-0.1,500,34,34,ok,128,1,129,26,193.8674,0.52400402,0.20155039,0.00775194,11.89678731
0.4,0.6,0.0,200,79,79,ok,0,0,0,0,0.6114,0.0,0.0,0.0,1.0
0.6,0.5,-0.1,500,29,29,ok,0,0,0,0,0.7585,0.0,0.0,0.0,1.0
0.7,0.7,0.0,200,26,26,ok,1692,1,1693,670,439.5634,0.49990578,0.39574719,0.00059067,76.34409372
0.4,0.7,-0.1,500,39,39,capped,53898,140,54038,2325,3201.9363,0.69414184,0.04302528,0.00259077,575.20895814
0.7,0.7,0.0,1000,3,3,ok,605,3,608,250,968.7046,0.17844153,0.41118421,0.00493421,39.16799309
0.7,0.8,0.0,500,26,26,ok,43048,3,43051,3074,2627.779,0.51612777,0.07140368,6.968e-05,506.50043307
0.4,0.5,0.1,500,1,1,ok,0,0,0,9,42.7197,0.0,0.0,0.0,1.0
0.4,0.7,0.1,500,67,67,capped,55203,74,55277,1545,3126.3442,1.07339603,0.02795014,0.00133871,574.80909054
0.5,0.4,0.0,200,97,97,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.7,0.6,0.0,500,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.8,0.0,1000,38,38,ok,11546,3,11549,2505,2200.2864,0.20143949,0.2169019,0.00025976,239.33463311
0.7,0.7,0.1,1000,22,22,ok,262,2,264,95,363.921,0.36919822,0.35984848,0.00757576,21.69926931
0.6,0.7,0.1,1000,74,74,ok,0,0,0,0,2.5545,0.0,0.0,0.0,1.0
0.6,0.5,0.0,200,47,47,ok,0,0,0,0,6.1064,0.0,0.0,0.0,1.0
0.5,0.6,0.1,1000,35,35,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.4,0.5,0.1,500,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.8,0.0,1000,50,50,capped,49820,34,49854,2327,3671.1778,0.55915026,0.04667629,0.00068199,545.98754934
0.4,0.7,-0.1,1000,59,59,ok,1865,84,1949,244,1391.1515,0.38971396,0.12519241,0.04309903,70.47490276
0.5,0.4,0.0,200,95,95,ok,5,0,5,4,35.3886,0.1358541,0.8,0.0,2.02547445
0.5,0.4,0.1,500,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.4,0.5,0.1,1000,93,93,ok,92,11,103,26,198.9854,0.36694086,0.25242718,0.10679612,11.7215719
0.4,0.7,0.1,1000,13,13,ok,1171,37,1208,193,944.979,0.42292865,0.15976821,0.03062914,52.1746048
0.7,0.8,-0.1,200,19,19,capped,55230,33,55263,2854,2967.0819,0.63013705,0.05164396,0.00059714,587.52347219
0.6,0.8,0.1,200,85,85,capped,55586,11,55597,2098,3593.7185,0.70370993,0.03773585,0.00019785,581.85473107
0.6,0.7,0.0,200,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.5,0.1,500,58,58,ok,0,0,0,0,0.7633,0.0,0.0,0.0,1.0
0.4,0.5,-0.1,200,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.6,0.1,200,4,4,ok,1796,13,1809,1138,471.8558,0.30745133,0.62907684,0.00718629,93.74569788
0.7,0.7,0.1,200,53,53,ok,202,0,202,87,313.3768,0.34470125,0.43069307,0.0,18.95490651
0.5,0.4,0.1,500,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.7,0.4,-0.1,200,19,19,ok,0,0,0,1,6.6474,0.0,0.0,0.0,1.0
0.7,0.8,-0.1,1000,46,46,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.6,0.0,200,6,6,ok,58,4,62,14,93.9903,0.54130287,0.22580645,0.06451613,7.86640319
0.3,0.6,-0.1,500,92,92,ok,238,11,249,46,213.4192,0.76381927,0.18473896,0.04417671,18.84244089
0.3,0.7,0.0,200,82,82,capped,55349,69,55418,1350,2747.8824,1.38913239,0.02436032,0.00124508,573.72173235
0.7,0.6,0.1,200,91,91,ok,29,0,29,17,72.4541,0.34209704,0.5862069,0.0,5.76190499
0.6,0.7,0.1,200,63,63,capped,51415,21,51436,3540,2581.5704,0.54714757,0.06882339,0.00040827,569.11794217
0.5,0.7,0.1,200,65,65,capped,55605,82,55687,2171,3323.3704,0.7367463,0.03898576,0.00147252,583.92728941
0.7,0.8,0.0,200,81,81,ok,44388,1,44389,3269,2218.1221,0.59398998,0.07364437,2.253e-05,517.9979846
0.3,0.4,0.0,200,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.7,-0.1,1000,15,15,ok,665,13,678,216,861.9117,0.24415848,0.31858407,0.01917404,39.91323246
0.4,0.7,0.1,500,21,21,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.7,-0.1,1000,93,93,ok,7074,35,7109,1336,1852.249,0.26595689,0.18793079,0.00492334,169.85200375
0.6,0.8,-0.1,500,51,51,capped,56362,7,56369,1828,3725.4003,0.78470501,0.03242917,0.00012418,584.18267924
0.6,0.5,0.0,200,84,84,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.4,0.4,0.1,500,67,67,ok,0,0,0,2,11.1368,0.0,0.0,0.0,1.0
0.6,0.4,0.0,500,20,20,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.8,0.0,200,58,58,ok,0,0,0,0,0.7633,0.0,0.0,0.0,1.0
0.4,0.8,0.0,200,39,39,capped,57822,31,57853,918,3138.0896,1.81000591,0.0158678,0.00053584,585.09721343
0.4,0.6,-0.1,200,35,35,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.5,0.5,-0.1,500,76,76,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.7,0.5,0.1,200,13,13,ok,0,0,0,0,1.0594,0.0,0.0,0.0,1.0
0.3,0.6,0.1,200,84,84,ok,37420,43,37463,1794,2157.9698,0.91554235,0.04788725,0.0011478,452.01763773
0.7,0.4,0.1,500,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.6,0.0,1000,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.7,0.8,0.1,500,55,55,ok,16150,4,16154,2695,1360.7209,0.42464075,0.16683174,0.00024762,287.0186213
0.3,0.6,0.1,200,93,93,ok,24088,30,24118,1780,1215.2517,1.05433019,0.0738038,0.00124388,345.38218533
0.4,0.4,-0.1,500,92,92,ok,0,0,0,1,14.7344,0.0,0.0,0.0,1.0
0.5,0.6,0.0,1000,27,27,ok,96,3,99,27,131.9862,0.57271573,0.27272727,0.03030303,10.79936081
0.5,0.7,0.0,500,1,1,ok,17799,25,17824,3455,1356.526,0.36908625,0.19383977,0.0014026,313.92974451
0.3,0.6,0.1,500,14,14,ok,493,37,530,70,493.3204,0.58785331,0.13207547,0.06981132,30.52395071
0.6,0.8,0.1,500,52,52,ok,8124,5,8129,2005,1022.4315,0.37747099,0.2466478,0.00061508,194.07808446
0.4,0.4,0.0,200,1,1,ok,0,0,0,1,8.0265,0.0,0.0,0.0,1.0
0.4,0.6,-0.1,1000,77,77,ok,499,27,526,127,572.7161,0.38382679,0.24144487,0.0513308,32.72891294
0.4,0.4,0.1,200,78,78,ok,0,4,4,7,45.6279,0.0,1.75,1.0,5.5
0.3,0.6,-0.1,500,33,33,ok,589,65,654,158,766.9112,0.29768059,0.24159021,0.09938838,39.57815233
0.3,0.7,-0.1,1000,96,96,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.5,0.8,0.1,200,81,81,capped,61960,14,61974,971,3893.887,1.48572555,0.01566786,0.0002259,612.2522911
0.4,0.5,0.1,1000,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
0.7,0.8,0.0,500,38,38,ok,45520,1,45521,4108,3301.5867,0.32764521,0.09024406,2.197e-05,534.91165499
0.4,0.8,-0.1,200,85,85,capped,56524,20,56544,1581,3229.433,1.04121135,0.02796053,0.00035371,582.99116
0.7,0.8,-0.1,200,34,34,capped,55417,5,55422,2128,3520.1019,0.7065983,0.0383963,9.022e-05,580.94011901
0.5,0.5,0.0,1000,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.5,-0.1,200,64,64,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.7,0.0,200,3,3,capped,56462,80,56542,1854,3248.5036,0.8895049,0.03278978,0.00141488,586.33750876
0.3,0.6,0.1,200,94,94,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.4,0.8,0.1,200,88,88,capped,56419,46,56465,1192,3275.7223,1.33307872,0.02111042,0.00081466,578.8333132
0.7,0.7,0.1,200,31,31,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.5,-0.1,1000,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,0.0,1000,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.7,0.0,500,22,22,ok,242,1,243,128,469.6743,0.22598713,0.52674897,0.00411523,22.97363049
0.6,0.8,-0.1,1000,44,44,capped,53673,29,53702,2257,3899.3987,0.5839809,0.04202823,0.00054002,571.10397352
0.5,0.5,0.0,500,7,7,ok,0,0,0,3,10.995,0.0,0.0,0.0,1.0
0.4,0.7,-0.1,200,42,42,ok,0,0,0,0,1.2047,0.0,0.0,0.0,1.0
0.4,0.4,-0.1,200,47,47,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.6,0.1,200,36,36,ok,8279,30,8309,1993,610.6778,0.64773373,0.23986039,0.00361054,196.44671364
0.7,0.4,0.1,500,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
0.5,0.4,-0.1,1000,61,61,ok,0,0,0,0,2.6415,0.0,0.0,0.0,1.0
0.6,0.8,0.0,500,22,22,ok,41228,16,41244,2770,2652.8724,0.54149445,0.06716128,0.00038794,490.43330177
0.7,0.5,-0.1,200,8,8,ok,14,1,15,24,110.69,0.10199944,1.6,0.06666667,6.49138207
0.3,0.6,0.1,500,2,2,ok,1400,75,1475,162,941.6766,0.56744656,0.10983051,0.05084746,58.15654676
0.7,0.8,-0.1,1000,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.6,0.1,1000,30,30,ok,185,10,195,78,364.4695,0.28516125,0.4,0.05128205,19.04632921
0.3,0.6,-0.1,500,11,11,ok,155,3,158,20,129.8591,0.99466808,0.12658228,0.01898734,12.91151952
