alpha,beta,gamma,n_a,n_ok,n_capped,n_timeout,timeout_frac,timeout_warning,mean_fitness,std_fitness,mean_mei,std_mei,mean_ncf,std_ncf,mean_dissipation,std_dissipation,pareto_front
0.6,0.8,0.0,1000,100,38,0,0.0,False,0.49782419,0.33009421,0.04708112,0.04574892,0.00082665,0.00140045,345.45487403,242.27530969,True
0.6,0.8,0.1,200,95,59,5,0.05,False,0.56546869,0.38298352,0.04523394,0.07332392,0.00038089,0.00045335,403.42371277,260.25286163,False
0.6,0.8,0.1,500,99,51,1,0.01,False,0.58576791,0.37294386,0.03955617,0.04077259,0.00032959,0.00056758,378.14574772,257.22947781,True
0.6,0.8,0.1,1000,100,33,0,0.0,False,0.45428884,0.31548686,0.0554744,0.05512319,0.00137045,0.00280117,312.33300614,246.56838151,True
0.7,0.4,-0.1,200,100,0,0,0.0,False,0.00675113,0.03145097,0.04411905,0.22125549,0.00083333,0.00833333,1.0706018,0.34030226,True
0.7,0.4,-0.1,500,100,0,0,0.0,False,0.00675113,0.03145097,0.04411905,0.22125549,0.00083333,0.00833333,1.0706018,0.34030226,True
0.7,0.4,-0.1,1000,100,0,0,0.0,False,0.00675113,0.03145097,0.04411905,0.22125549,0.00083333,0.00833333,1.0706018,0.34030226,True
0.7,0.4,0.0,200,100,0,0,0.0,False,0.00220147,0.01794951,0.01571429,0.11467287,0.00333333,0.03333333,1.02879596,0.20513743,True
0.7,0.4,0.0,500,100,0,0,0.0,False,0.00220147,0.01794951,0.01571429,0.11467287,0.00333333,0.03333333,1.02879596,0.20513743,True
0.7,0.4,0.0,1000,100,0,0,0.0,False,0.00220147,0.01794951,0.01571429,0.11467287,0.00333333,0.03333333,1.02879596,0.20513743,True
0.7,0.4,0.1,200,100,0,0,0.0,False,0.00242822,0.01732849,0.052,0.33829041,0.01,0.1,1.09726107,0.72472759,False
0.7,0.4,0.1,500,100,0,0,0.0,False,0.00242822,0.01732849,0.052,0.33829041,0.01,0.1,1.09726107,0.72472759,False
0.7,0.4,0.1,1000,100,0,0,0.0,False,0.00242822,0.01732849,0.052,0.33829041,0.01,0.1,1.09726107,0.72472759,False
0.7,0.5,-0.1,200,100,0,0,0.0,False,0.02235213,0.07013922,0.27910742,1.13509411,0.02066667,0.1407675,1.71247173,2.49357662,False
0.7,0.5,-0.1,500,100,0,0,0.0,False,0.02235213,0.07013922,0.27910742,1.13509411,0.02066667,0.1407675,1.71247173,2.49357662,False
0.7,0.5,-0.1,1000,100,0,0,0.0,False,0.02235213,0.07013922,0.27910742,1.13509411,0.02066667,0.1407675,1.71247173,2.49357662,False
0.7,0.5,0.0,200,100,0,0,0.0,False,0.03431383,0.081484,0.23136354,0.60235817,0.00774883,0.04139653,1.71596783,1.6818445,False
0.7,0.5,0.0,500,100,0,0,0.0,False,0.03431383,0.081484,0.23136354,0.60235817,0.00774883,0.04139653,1.71596783,1.6818445,False
0.7,0.5,0.0,1000,100,0,0,0.0,False,0.03431383,0.081484,0.23136354,0.60235817,0.00774883,0.04139653,1.71596783,1.6818445,False
0.7,0.5,0.1,200,100,0,0,0.0,False,0.04047013,0.10945813,0.18286386,0.66781412,0.01252632,0.10185547,1.63376409,1.59267535,True
0.7,0.5,0.1,500,100,0,0,0.0,False,0.04047013,0.10945813,0.18286386,0.66781412,0.01252632,0.10185547,1.63376409,1.59267535,True
0.7,0.5,0.1,1000,100,0,0,0.0,False,0.04047013,0.10945813,0.18286386,0.66781412,0.01252632,0.10185547,1.63376409,1.59267535,True
0.7,0.6,-0.1,200,100,0,0,0.0,False,0.1343406,0.17557471,0.24278931,0.35678324,0.00128108,0.00532606,4.23838377,4.61235401,True
0.7,0.6,-0.1,500,100,0,0,0.0,False,0.1343406,0.17557471,0.24278931,0.35678324,0.00128108,0.00532606,4.23838377,4.61235401,True
0.7,0.6,-0.1,1000,100,0,0,0.0,False,0.1343406,0.17557471,0.24278931,0.35678324,0.00128108,0.00532606,4.23838377,4.61235401,True
0.7,0.6,0.0,200,100,0,0,0.0,False,0.13535048,0.19057334,0.18706038,0.26758199,0.00131568,0.00457628,4.51087384,5.70332967,True
0.7,0.6,0.0,500,100,0,0,0.0,False,0.1293958,0.17750847,0.1901722,0.26879108,0.00138955,0.00467679,4.37477612,5.04707517,True
0.7,0.6,0.0,1000,100,0,0,0.0,False,0.1293958,0.17750847,0.1901722,0.26879108,0.00138955,0.00467679,4.37477612,5.04707517,True
0.7,0.6,0.1,200,100,0,0,0.0,False,0.11789322,0.18332575,0.26141324,0.91798312,0.00178766,0.00551786,4.30257199,5.74126255,False
0.7,0.6,0.1,500,100,0,0,0.0,False,0.11033379,0.17058982,0.26711458,0.91824564,0.00192853,0.00572388,4.09300638,4.85376762,True
0.7,0.6,0.1,1000,100,0,0,0.0,False,0.11033379,0.17058982,0.26711458,0.91824564,0.00192853,0.00572388,4.09300638,4.85376762,True
0.7,0.7,-0.1,200,100,0,0,0.0,False,0.25885446,0.26817146,0.26368614,0.30736163,0.00081135,0.00246561,80.02613439,118.86239814,False
0.7,0.7,-0.1,500,100,0,0,0.0,False,0.20372069,0.19132497,0.18526539,0.17003652,0.00272025,0.00395395,22.99434613,27.02570996,True
0.7,0.7,-0.1,1000,100,0,0,0.0,False,0.1740637,0.17603775,0.21050259,0.18286803,0.00350121,0.00441243,18.77825782,17.22741524,True
0.7,0.7,0.0,200,100,0,0,0.0,False,0.2989589,0.29119633,0.25289455,0.28492832,0.00053623,0.00150674,73.42561411,109.93442712,True
0.7,0.7,0.0,500,100,0,0,0.0,False,0.20189141,0.17935685,0.20897511,0.18015929,0.00268182,0.00386355,21.22220923,24.17822415,False
0.7,0.7,0.0,1000,100,0,0,0.0,False,0.1807045,0.16960917,0.22983027,0.18821181,0.00320808,0.00417958,18.51460314,16.08451241,False
0.7,0.7,0.1,200,100,0,0,0.0,False,0.32207842,0.30525092,0.20499594,0.23515446,0.0007724,0.00177414,63.04006595,105.41445904,True
0.7,0.7,0.1,500,100,0,0,0.0,False,0.22133876,0.20577035,0.19581859,0.16866108,0.00243874,0.00386803,21.01239652,27.28333165,True
0.7,0.7,0.1,1000,100,0,0,0.0,False,0.20350525,0.20080764,0.21073307,0.17515964,0.00300013,0.00445809,17.32181608,15.40423543,True
0.7,0.8,-0.1,200,97,45,3,0.03,False,0.43709198,0.32014182,0.05653969,0.07829017,0.00017135,0.00024545,362.90151307,262.13203265,True
0.7,0.8,-0.1,500,100,27,0,0.0,False,0.35003327,0.24404929,0.08538267,0.09084635,0.0002569,0.00063246,288.04138312,247.10194718,True
0.7,0.8,-0.1,1000,100,5,0,0.0,False,0.22955456,0.1669679,0.11418401,0.09017416,0.00144468,0.00239191,165.52499506,175.40533356,True
0.7,0.8,0.0,200,97,50,3,0.03,False,0.43934303,0.30993622,0.06177787,0.09789542,0.00020542,0.0003201,376.32124537,264.20837114,True
0.7,0.8,0.0,500,100,32,0,0.0,False,0.38051725,0.26954133,0.07501662,0.07948064,0.00024461,0.00078948,314.44944038,253.7530479,True
0.7,0.8,0.0,1000,100,11,0,0.0,False,0.23628741,0.17343969,0.11210029,0.091572,0.00128292,0.00205633,188.99009799,195.23810198,True
0.7,0.8,0.1,200,99,45,1,0.01,False,0.46382131,0.31612616,0.06297877,0.0849902,0.00021983,0.00034183,370.24321543,258.04958846,True
0.7,0.8,0.1,500,100,27,0,0.0,False,0.35892044,0.23952324,0.0902205,0.08993932,0.00033948,0.00087863,288.90849122,243.06060033,True
0.7,0.8,0.1,1000,100,5,0,0.0,False,0.23349781,0.16581053,0.12259109,0.09198878,0.00160337,0.0023194,158.30154625,163.78490739,True
