alpha,beta,run_id,seed,status,final_alive,final_necrotic,final_total,total_metastatic,total_oxygen_consumed,fitness,mei,ncf,dissipation
0.5,0.4,12,12,ok,0,0,0,0,1.8113,0.0,0.0,0.0,1.0
0.6,0.5,30,30,ok,12,0,12,9,36.4343,0.3021647,0.75,0.0,3.52993309
0.7,0.5,31,31,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.7,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.8,27,27,ok,47949,16,47965,1580,3024.2878,0.94372869,0.03294069,0.00033358,524.94135739
0.5,0.8,18,18,capped,61632,14,61646,1606,3764.3707,0.95969857,0.02605197,0.0002271,616.32839101
0.5,0.7,1,1,ok,10021,30,10051,2269,1163.221,0.36365013,0.22574868,0.00298478,220.34822295
0.4,0.5,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,43,43,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.7,69,69,ok,1761,63,1824,141,728.8994,1.00247765,0.07730263,0.03453947,64.0288355
0.3,0.4,93,93,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.6,0.4,42,42,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.5,0.4,3,3,ok,0,0,0,0,1.0607,0.0,0.0,0.0,1.0
0.6,0.4,53,53,ok,0,0,0,0,13.7129,0.0,0.0,0.0,1.0
0.5,0.4,41,41,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.5,90,90,ok,18,3,21,10,71.4495,0.22902365,0.47619048,0.14285714,4.94183381
0.7,0.7,86,86,ok,518,1,519,177,706.5569,0.26466887,0.34104046,0.00192678,33.39363531
0.5,0.8,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.6,97,97,ok,766,52,818,112,739.4609,0.48862725,0.13691932,0.06356968,40.70102909
0.7,0.8,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.4,27,27,ok,0,0,0,0,17.4119,0.0,0.0,0.0,1.0
0.5,0.7,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.4,0.6,73,73,ok,1591,47,1638,221,1008.8313,0.49129982,0.13492063,0.02869353,62.43120137
0.3,0.4,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,5,5,ok,68,0,68,16,105.2435,0.55700034,0.23529412,0.0,7.91985522
0.7,0.7,42,42,ok,387,1,388,141,545.7086,0.2942613,0.36340206,0.00257732,27.98362032
0.5,0.6,44,44,ok,121,3,124,45,240.8897,0.346417,0.36290323,0.02419355,13.35782571
0.3,0.4,70,70,ok,13,5,18,10,74.5461,0.15853512,0.55555556,0.27777778,5.25367804
0.3,0.8,73,73,capped,58353,120,58473,472,3513.3038,2.90369808,0.0080721,0.00205223,585.63424694
0.7,0.7,51,51,ok,413,2,415,122,554.9603,0.33522404,0.2939759,0.00481928,27.83901119
0.4,0.8,57,57,capped,61902,46,61948,643,3830.232,2.17515789,0.01037967,0.00074256,609.20869058
0.6,0.5,92,92,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.6,97,97,ok,0,0,0,0,0.913,0.0,0.0,0.0,1.0
0.4,0.6,34,34,ok,0,0,0,0,4.4591,0.0,0.0,0.0,1.0
0.3,0.8,10,10,capped,57271,114,57385,473,3236.2454,3.08843667,0.00824257,0.00198658,578.40688601
0.5,0.8,74,74,capped,55427,26,55453,1131,3713.134,1.21261434,0.02039565,0.00046887,571.29856702
0.6,0.7,19,19,ok,357,2,359,133,478.5939,0.32014382,0.37047354,0.00557103,26.78884362
0.7,0.6,94,94,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.6,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.8,22,22,ok,0,0,0,0,1.5022,0.0,0.0,0.0,1.0
0.5,0.4,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.7,87,87,ok,1207,11,1218,234,967.9029,0.37336104,0.19211823,0.0090312,52.79543534
0.3,0.6,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.6,0.8,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.8,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.4,51,51,ok,0,0,0,3,20.4323,0.0,0.0,0.0,1.0
0.5,0.6,69,69,ok,0,0,0,0,2.6486,0.0,0.0,0.0,1.0
0.7,0.8,61,61,ok,32824,5,32829,3012,2397.6981,0.43990349,0.09174815,0.0001523,430.82540089
0.7,0.8,11,11,ok,0,0,0,0,0.913,0.0,0.0,0.0,1.0
0.3,0.5,59,59,ok,228,46,274,66,455.1634,0.30175846,0.24087591,0.16788321,23.52713649
0.6,0.7,41,41,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.7,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.6,87,87,ok,43,0,43,13,91.226,0.41712974,0.30232558,0.0,6.15138348
0.7,0.8,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.7,39,39,capped,57192,98,57290,1305,3186.3544,1.27751169,0.02277884,0.0017106,585.93685053
0.7,0.7,89,89,ok,220,0,220,66,295.8417,0.44797645,0.3,0.0,18.23193372
0.4,0.5,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.3,0.5,29,29,ok,222,62,284,82,554.2888,0.22006221,0.28873239,0.21830986,26.10599945
0.3,0.6,87,87,ok,360,45,405,85,453.03,0.42954016,0.20987654,0.11111111,28.31888544
0.6,0.7,7,7,ok,715,8,723,186,853.0386,0.29306997,0.25726141,0.01106501,39.40679587
0.6,0.7,6,6,ok,1261,15,1276,250,1046.0811,0.3444147,0.19592476,0.01175549,54.7798456
0.7,0.5,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.4,97,97,ok,0,0,0,0,1.0427,0.0,0.0,0.0,1.0
0.5,0.5,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.4,0.6,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.5,26,26,ok,0,0,0,0,1.0532,0.0,0.0,0.0,1.0
0.4,0.4,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.8,66,66,capped,59577,7,59584,1936,4066.9187,0.71950757,0.03249194,0.00011748,606.22203867
0.3,0.6,52,52,ok,0,0,0,1,1.8064,0.0,0.0,0.0,1.0
0.6,0.4,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.6,74,74,ok,0,0,0,0,2.5545,0.0,0.0,0.0,1.0
0.5,0.7,74,74,ok,0,0,0,0,2.5545,0.0,0.0,0.0,1.0
0.6,0.5,61,61,ok,0,0,0,0,2.6415,0.0,0.0,0.0,1.0
0.3,0.6,51,51,ok,1726,47,1773,180,886.0772,0.6956827,0.10152284,0.02650874,63.74354967
0.3,0.4,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.6,44,44,ok,1784,70,1854,209,916.352,0.6300486,0.11272923,0.0377562,67.06546134
0.3,0.5,82,82,ok,139,19,158,29,238.3282,0.45211573,0.1835443,0.12025316,14.91235901
0.5,0.7,50,50,ok,6169,13,6182,2315,1000.216,0.25538997,0.37447428,0.00210288,178.54287419
0.4,0.6,6,6,ok,147,5,152,21,162.0148,0.74985501,0.13815789,0.03289474,12.8853207
0.4,0.4,44,44,ok,0,1,1,4,29.9454,0.0,4.0,1.0,10.0
0.4,0.4,76,76,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.6,0.8,95,95,ok,47503,6,47509,2214,2996.1656,0.6851598,0.0466017,0.00012629,528.39795975
0.4,0.5,36,36,ok,88,4,92,26,182.5501,0.38258691,0.2826087,0.04347826,10.49648117
0.3,0.7,50,50,capped,57332,109,57441,1545,3672.4485,0.94902025,0.02689716,0.0018976,589.43946805
0.4,0.4,47,47,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.6,33,33,ok,52,4,56,24,145.3335,0.28854657,0.42857143,0.07142857,8.62180366
0.5,0.4,40,40,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.7,64,64,ok,863,53,916,99,594.901,0.72897563,0.1080786,0.05786026,42.54711478
0.5,0.6,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.5,0.5,39,39,ok,0,3,3,12,52.227,0.0,4.0,1.0,10.0
0.6,0.4,57,57,ok,0,0,0,0,32.9152,0.0,0.0,0.0,1.0
0.5,0.6,50,50,ok,308,15,323,126,591.0465,0.23057945,0.39009288,0.04643963,26.35323523
0.7,0.5,85,85,ok,0,0,0,5,37.7444,0.0,0.0,0.0,1.0
0.4,0.7,62,62,ok,7773,32,7805,1268,923.9552,0.61496677,0.16245996,0.00409994,176.74391672
0.4,0.7,51,51,ok,11764,38,11802,2005,1076.871,0.5189664,0.16988646,0.00321979,234.1268061
0.3,0.5,8,8,ok,201,31,232,49,349.4994,0.38597866,0.2112069,0.13362069,19.95043406
0.3,0.5,42,42,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.4,61,61,ok,0,0,0,0,1.1584,0.0,0.0,0.0,1.0
0.5,0.6,2,2,ok,114,5,119,56,280.0166,0.26097358,0.47058824,0.04201681,14.26717689
0.4,0.4,4,4,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.4,63,63,ok,4,0,4,4,36.3094,0.10592708,1.0,0.0,2.0
0.6,0.5,79,79,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.7,83,83,capped,63490,93,63583,1396,3772.1404,1.12508643,0.02195555,0.00146266,627.43446545
0.6,0.6,70,70,ok,0,0,0,2,1.6463,0.0,0.0,0.0,1.0
0.4,0.6,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
0.7,0.7,65,65,ok,498,3,501,163,683.0408,0.27722152,0.3253493,0.00598802,32.3660158
0.3,0.8,19,19,capped,54716,71,54787,587,3313.05,2.40397313,0.01071422,0.00129593,561.8021972
0.4,0.7,30,30,ok,32653,33,32686,1693,2041.2349,0.89217452,0.05179588,0.00100961,414.20800423
0.4,0.5,85,85,ok,28,3,31,16,104.1855,0.23168218,0.51612903,0.09677419,6.31493343
0.7,0.4,82,82,ok,0,0,0,0,5.7499,0.0,0.0,0.0,1.0
0.3,0.7,8,8,capped,54859,129,54988,711,3318.6788,2.03827048,0.01293009,0.00234597,565.00201619
0.5,0.6,36,36,ok,338,8,346,117,563.1185,0.27660319,0.33815029,0.02312139,25.96711583
0.4,0.6,24,24,ok,0,0,0,1,1.8674,0.0,0.0,0.0,1.0
0.7,0.4,94,94,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.5,1,1,ok,111,13,124,43,205.1192,0.37842576,0.34677419,0.10483871,14.23909492
0.3,0.5,21,21,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.6,76,76,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.7,44,44,ok,45395,76,45471,1227,3122.4538,1.09557237,0.02698423,0.00167139,504.33562245
0.3,0.7,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.5,11,11,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.8,21,21,capped,57945,83,58028,1205,4037.3776,1.09978069,0.02076584,0.00143034,589.6299503
0.4,0.4,74,74,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.4,0.4,39,39,ok,0,0,0,0,12.3462,0.0,0.0,0.0,1.0
0.7,0.5,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.6,30,30,ok,185,10,195,78,364.4695,0.28516125,0.4,0.05128205,19.04632921
0.6,0.7,35,35,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.7,0.8,38,38,ok,1677,5,1682,257,929.9364,0.50513982,0.15279429,0.00297265,62.93117349
0.6,0.7,8,8,ok,13787,18,13805,2661,1290.2452,0.38701797,0.19275625,0.00130388,264.49418697
0.3,0.6,2,2,ok,1400,75,1475,162,941.6766,0.56744656,0.10983051,0.05084746,58.15654676
0.5,0.7,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.6,93,93,ok,488,23,511,121,635.1745,0.3476438,0.23679061,0.04500978,31.79103952
0.7,0.5,3,3,ok,0,0,0,0,1.2205,0.0,0.0,0.0,1.0
0.7,0.6,6,6,ok,151,1,152,50,284.1519,0.35427056,0.32894737,0.00657895,14.66196832
0.6,0.8,57,57,capped,57156,20,57176,2003,3231.067,0.84115608,0.03503218,0.0003498,591.36531437
0.7,0.7,75,75,ok,0,0,0,1,3.8576,0.0,0.0,0.0,1.0
0.7,0.7,40,40,ok,258,2,260,127,506.4942,0.2243982,0.48846154,0.00769231,23.51375847
0.5,0.4,90,90,ok,0,0,0,0,2.055,0.0,0.0,0.0,1.0
0.7,0.8,45,45,capped,50714,1,50715,3022,3116.918,0.52115821,0.05958789,1.972e-05,558.69840445
0.6,0.5,4,4,ok,5,0,5,5,32.2067,0.14785444,1.0,0.0,2.25052716
0.6,0.5,8,8,ok,45,0,45,24,130.2013,0.27872476,0.53333333,0.0,7.46539022
0.6,0.4,82,82,ok,0,0,0,0,2.2764,0.0,0.0,0.0,1.0
0.4,0.6,12,12,ok,227,10,237,50,318.8517,0.47461981,0.21097046,0.04219409,18.60038709
0.4,0.4,32,32,ok,2,0,2,3,23.3192,0.08326831,1.5,0.0,2.5
0.4,0.8,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.4,0.6,59,59,ok,253,7,260,70,315.9159,0.47108589,0.26923077,0.02692308,20.43313469
0.3,0.7,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.8,17,17,capped,56517,20,56537,2642,3368.6083,0.61187278,0.04673046,0.00035375,593.58725489
0.4,0.8,39,39,capped,57134,110,57244,1214,3386.4307,1.28397649,0.02120746,0.0019216,584.84658901
0.7,0.6,59,59,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.4,19,19,ok,0,0,0,0,6.8022,0.0,0.0,0.0,1.0
0.6,0.4,29,29,ok,0,0,0,0,0.7585,0.0,0.0,0.0,1.0
0.7,0.8,54,54,ok,1095,0,1095,139,594.7656,0.77031861,0.12694064,0.0,46.07351862
0.4,0.7,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.6,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.4,23,23,ok,0,0,0,0,4.7626,0.0,0.0,0.0,1.0
0.4,0.8,2,2,capped,54520,60,54580,959,3431.4415,1.5003179,0.01757054,0.0010993,564.07687873
0.4,0.7,86,86,capped,58718,41,58759,1327,3576.2455,1.15058831,0.02258377,0.00069777,595.19464964
0.7,0.4,86,86,ok,0,0,0,2,11.9016,0.0,0.0,0.0,1.0
0.6,0.8,50,50,ok,8619,2,8621,1525,990.0179,0.53574789,0.17689363,0.00023199,190.46593416
0.5,0.7,76,76,ok,6933,14,6947,2064,944.9536,0.33904197,0.29710666,0.00201526,182.10525795
0.6,0.8,29,29,capped,57248,43,57291,1837,3802.0964,0.77733383,0.03206437,0.00075055,590.69662308
0.5,0.7,99,99,ok,30455,29,30484,3355,2131.3105,0.41358409,0.11005774,0.00095132,417.26704472
0.3,0.6,55,55,ok,450,57,507,101,597.8417,0.37448137,0.19921105,0.11242604,32.64221828
0.4,0.7,5,5,ok,357,31,388,76,385.4642,0.52622509,0.19587629,0.07989691,26.43812368
0.7,0.6,67,67,ok,53,0,53,32,131.2095,0.30601083,0.60377358,0.0,8.70832368
0.6,0.4,79,79,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.4,29,29,ok,0,0,0,0,0.7585,0.0,0.0,0.0,1.0
0.6,0.5,63,63,ok,0,0,0,4,28.8008,0.0,0.0,0.0,1.0
0.5,0.8,87,87,capped,54892,40,54932,1100,3306.4571,1.38345462,0.02002476,0.00072817,567.65531365
0.7,0.8,64,64,ok,0,0,0,0,1.2242,0.0,0.0,0.0,1.0
0.6,0.7,78,78,ok,14262,5,14267,4525,1260.2717,0.24468339,0.31716549,0.00035046,298.27845595
0.3,0.5,3,3,ok,87,3,90,18,129.274,0.57032976,0.2,0.03333333,9.58350305
0.7,0.7,59,59,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.5,15,15,ok,202,34,236,50,375.4484,0.35868222,0.21186441,0.1440678,20.37611519
0.7,0.4,97,97,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.6,0.5,96,96,ok,19,1,20,16,94.9033,0.17258939,0.8,0.05,5.35906957
0.7,0.6,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.5,50,50,ok,34,0,34,12,109.9058,0.27621057,0.35294118,0.0,5.46435769
0.7,0.7,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
0.3,0.4,15,15,ok,6,5,11,9,39.2582,0.14021506,0.81818182,0.45454545,5.0338545
0.5,0.5,86,86,ok,20,1,21,22,115.4218,0.14203075,1.04761905,0.04761905,6.28356826
0.7,0.7,93,93,ok,98,0,98,29,112.0331,0.67809437,0.29591837,0.0,10.60073447
0.6,0.6,29,29,ok,258,8,266,125,601.9512,0.19049164,0.46992481,0.03007519,24.10050069
0.4,0.6,58,58,ok,477,42,519,119,615.7967,0.35370151,0.22928709,0.08092486,33.02437876
0.4,0.7,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.5,44,44,ok,23,0,23,6,66.0184,0.32866745,0.26086957,0.0,3.92430704
0.5,0.6,11,11,ok,0,0,0,0,0.6114,0.0,0.0,0.0,1.0
0.3,0.4,63,63,ok,0,0,0,0,10.8521,0.0,0.0,0.0,1.0
0.5,0.7,19,19,ok,9429,19,9448,2967,1127.9463,0.27256083,0.31403472,0.00201101,226.45409683
0.4,0.5,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.4,0.5,67,67,ok,63,4,67,26,168.6318,0.29650397,0.3880597,0.05970149,9.33789861
0.7,0.6,52,52,ok,0,0,0,1,2.5399,0.0,0.0,0.0,1.0
0.7,0.5,71,71,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.6,0.8,52,52,ok,8124,5,8129,2005,1022.4315,0.37747099,0.2466478,0.00061508,194.07808446
0.4,0.6,1,1,ok,889,56,945,164,949.6637,0.35459122,0.17354497,0.05925926,46.0678
0.5,0.7,51,51,ok,5938,14,5952,1879,1040.411,0.28839615,0.3156922,0.00235215,166.68281898
0.5,0.4,78,78,ok,0,0,0,2,34.3368,0.0,0.0,0.0,1.0
0.3,0.4,42,42,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.5,19,19,ok,0,0,0,0,12.5637,0.0,0.0,0.0,1.0
0.3,0.7,46,46,capped,53613,187,53800,973,3216.6328,1.55334848,0.0180855,0.00347584,560.29956202
0.3,0.6,6,6,ok,2289,68,2357,244,870.3623,0.76451723,0.10352143,0.02885023,77.38324049
0.4,0.6,7,7,ok,414,33,447,130,616.8041,0.29182684,0.29082774,0.0738255,31.18515786
0.6,0.4,47,47,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.6,18,18,ok,0,0,0,0,1.3451,0.0,0.0,0.0,1.0
0.7,0.4,36,36,ok,0,0,0,0,1.3519,0.0,0.0,0.0,1.0
0.6,0.8,39,39,capped,50839,69,50908,2370,3024.3555,0.68056124,0.04655457,0.00135539,553.96424385
0.4,0.5,97,97,ok,0,0,0,0,2.2333,0.0,0.0,0.0,1.0
0.5,0.7,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.7,20,20,ok,2681,35,2716,261,943.1058,0.78746124,0.0960972,0.0128866,83.17075898
0.6,0.8,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.4,73,73,ok,14,0,14,6,46.8845,0.28170369,0.42857143,0.0,3.19346071
0.3,0.6,5,5,ok,1349,88,1437,158,852.4998,0.61333532,0.10995129,0.06123869,57.72479962
0.7,0.8,34,34,ok,10087,4,10091,2647,1066.0171,0.3444603,0.26231295,0.00039639,226.93573406
0.4,0.5,81,81,ok,22,0,22,4,30.2362,0.69961871,0.18181818,0.0,3.57086459
0.5,0.8,62,62,ok,0,0,0,0,1.6465,0.0,0.0,0.0,1.0
0.7,0.4,8,8,ok,0,0,0,2,23.5996,0.0,0.0,0.0,1.0
0.3,0.7,2,2,capped,57918,88,58006,825,3461.7548,1.80873741,0.01422267,0.00151708,585.75303435
0.7,0.4,3,3,ok,0,0,0,0,1.2205,0.0,0.0,0.0,1.0
0.7,0.4,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.7,6,6,capped,53584,79,53663,767,3018.8726,2.04725175,0.0142929,0.00147215,556.15155439
0.3,0.8,58,58,capped,55555,158,55713,542,3339.6961,2.59108209,0.00972843,0.00283596,568.43364369
0.4,0.4,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.6,66,66,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.5,79,79,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.7,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.4,70,70,ok,0,0,0,1,1.4993,0.0,0.0,0.0,1.0
0.6,0.6,43,43,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.8,74,74,ok,18986,2,18988,2465,1419.8899,0.52130445,0.12981883,0.00010533,309.49119216
0.4,0.6,41,41,ok,264,20,284,90,437.3859,0.31767684,0.31690141,0.07042254,23.43841967
0.7,0.6,88,88,ok,0,0,0,2,3.4075,0.0,0.0,0.0,1.0
0.6,0.7,50,50,ok,505,13,518,201,780.5873,0.21493314,0.38803089,0.02509653,35.31761155
0.7,0.7,19,19,ok,297,6,303,145,617.5917,0.1962858,0.47854785,0.01980198,26.17704277
0.7,0.4,96,96,ok,0,0,0,0,2.3729,0.0,0.0,0.0,1.0
0.5,0.7,30,30,ok,37492,22,37514,1979,2528.2413,0.7132891,0.05275364,0.00058645,454.27399615
0.3,0.8,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.8,28,28,ok,0,0,0,0,0.6114,0.0,0.0,0.0,1.0
0.3,0.5,65,65,ok,97,11,108,21,138.4194,0.57914787,0.19444444,0.10185185,11.48627628
0.3,0.8,14,14,capped,55747,81,55828,768,3388.6262,1.89530062,0.01375654,0.00145088,570.69705275
0.7,0.6,22,22,ok,103,0,103,37,179.1858,0.41957836,0.3592233,0.0,11.49361259
0.3,0.7,70,70,ok,13768,46,13814,1410,1098.6286,0.82993297,0.10207036,0.00332996,244.98547179
0.3,0.8,51,51,capped,61279,52,61331,591,3908.6334,2.26886517,0.00963624,0.00084786,604.7751684
0.7,0.4,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.3,0.7,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,48,48,ok,0,0,0,0,1.2872,0.0,0.0,0.0,1.0
0.6,0.7,84,84,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.6,30,30,ok,6344,66,6410,1631,980.2106,0.37389247,0.25444618,0.01029641,168.29858192
0.7,0.8,96,96,capped,54406,3,54409,3210,3435.3081,0.47846823,0.05899759,5.514e-05,585.20362534
0.6,0.4,43,43,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.5,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.7,10,10,capped,58200,103,58303,1311,3657.6298,1.12770685,0.02248598,0.00176663,592.68706846
0.7,0.5,41,41,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.7,44,44,ok,5777,5,5782,1960,1072.6954,0.26143198,0.33898305,0.00086475,166.14098975
0.7,0.4,14,14,ok,0,1,1,3,12.722,0.0,3.0,1.0,8.0
0.6,0.6,85,85,ok,17,1,18,13,94.2049,0.15969705,0.72222222,0.05555556,4.80499435
0.4,0.5,34,34,ok,0,0,0,0,2.4431,0.0,0.0,0.0,1.0
0.5,0.8,58,58,ok,1733,5,1738,191,708.245,0.84085688,0.10989643,0.00287687,61.92093598
0.3,0.4,86,86,ok,4,6,10,9,64.2253,0.05713834,0.9,0.6,5.43018356
0.4,0.5,75,75,ok,12,1,13,7,39.4824,0.28404913,0.53846154,0.07692308,3.52512473
0.7,0.6,29,29,ok,95,1,96,53,235.3916,0.2637796,0.55208333,0.01041667,12.6533043
0.6,0.8,6,6,capped,49427,12,49439,1904,3336.9626,0.73912041,0.03851211,0.00024272,538.48177567
0.3,0.8,77,77,capped,55108,72,55180,349,3107.5443,3.94958059,0.00632476,0.00130482,562.03908911
0.5,0.5,73,73,ok,18,2,20,16,122.1485,0.12703585,0.8,0.1,5.61426336
0.7,0.7,7,7,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.8,97,97,ok,0,0,0,0,2.1097,0.0,0.0,0.0,1.0
0.7,0.5,66,66,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.4,48,48,ok,0,0,0,0,1.2872,0.0,0.0,0.0,1.0
0.6,0.7,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,49,49,ok,0,0,0,0,1.3486,0.0,0.0,0.0,1.0
0.4,0.4,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.5,0.5,55,55,ok,6,5,11,15,104.1945,0.05007359,1.36363636,0.45454545,6.54401085
0.5,0.4,48,48,ok,0,0,0,0,1.2872,0.0,0.0,0.0,1.0
0.7,0.4,42,42,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.6,0.8,13,13,ok,26401,7,26408,2033,1776.7211,0.69664297,0.07698425,0.00026507,367.63968845
0.4,0.8,99,99,capped,56481,84,56565,746,3207.0356,2.08174839,0.01318837,0.00148502,575.40562894
0.5,0.8,47,47,ok,6458,21,6479,772,993.3723,0.74553753,0.11915419,0.00324124,150.16713059
0.7,0.8,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.4,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.8,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.7,0.4,45,45,ok,0,0,0,0,3.1113,0.0,0.0,0.0,1.0
0.6,0.4,44,44,ok,0,0,0,1,3.2937,0.0,0.0,0.0,1.0
0.6,0.5,59,59,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.4,55,55,ok,0,0,0,0,1.202,0.0,0.0,0.0,1.0
0.4,0.8,26,26,capped,54890,161,55051,1216,4087.5482,1.02040942,0.02208861,0.00292456,570.87525298
0.3,0.6,17,17,ok,1061,64,1125,142,803.9049,0.54537517,0.12622222,0.05688889,49.54836939
0.5,0.5,3,3,ok,0,0,0,0,1.2205,0.0,0.0,0.0,1.0
0.6,0.5,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
