alpha,beta,run_id,seed,status,final_alive,final_necrotic,final_total,total_metastatic,total_oxygen_consumed,fitness,mei,ncf,dissipation
0.7,0.5,44,44,ok,0,0,0,0,4.2128,0.0,0.0,0.0,1.0
0.7,0.5,40,40,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.7,73,73,ok,0,0,0,0,2.8799,0.0,0.0,0.0,1.0
0.4,0.7,49,49,ok,0,0,0,0,1.3486,0.0,0.0,0.0,1.0
0.3,0.5,57,57,ok,0,1,1,2,13.9933,0.0,2.0,1.0,6.0
0.6,0.4,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
0.5,0.5,30,30,ok,7,0,7,12,52.7503,0.11848264,1.71428571,0.0,3.82233295
0.5,0.4,42,42,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.4,0.4,34,34,ok,0,0,0,0,2.4431,0.0,0.0,0.0,1.0
0.5,0.6,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.4,0.5,53,53,ok,0,0,0,0,7.4925,0.0,0.0,0.0,1.0
0.6,0.5,77,77,ok,0,0,0,1,2.386,0.0,0.0,0.0,1.0
0.6,0.7,43,43,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.5,22,22,ok,19,2,21,6,43.7175,0.41000834,0.28571429,0.0952381,4.12483709
0.7,0.6,97,97,ok,0,0,0,0,2.1097,0.0,0.0,0.0,1.0
0.6,0.7,71,71,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.6,0.7,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.4,0.7,75,75,ok,1056,18,1074,124,693.7997,0.67948803,0.11545624,0.01675978,45.77355836
0.3,0.5,83,83,ok,173,17,190,50,268.6248,0.42934733,0.26315789,0.08947368,17.50321039
0.6,0.4,30,30,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.6,5,5,ok,0,0,0,0,1.513,0.0,0.0,0.0,1.0
0.4,0.4,97,97,ok,0,0,0,0,1.0427,0.0,0.0,0.0,1.0
0.5,0.5,23,23,ok,0,0,0,2,19.0544,0.0,0.0,0.0,1.0
0.5,0.7,32,32,ok,13215,21,13236,2615,1215.8114,0.40034198,0.19756724,0.00158658,258.28578483
0.6,0.7,88,88,ok,5528,3,5531,2382,1058.4069,0.21043288,0.43066353,0.0005424,172.28588695
0.6,0.4,58,58,ok,0,0,0,0,0.7633,0.0,0.0,0.0,1.0
0.6,0.4,9,9,ok,0,0,0,0,1.65,0.0,0.0,0.0,1.0
0.6,0.8,91,91,ok,17218,6,17224,1670,1294.4329,0.75150156,0.09695773,0.00034835,281.64676018
0.4,0.7,76,76,capped,58639,60,58699,1875,3571.5752,0.8313036,0.03194262,0.00102216,600.42758923
0.3,0.5,58,58,ok,199,16,215,45,261.4508,0.52492245,0.20930233,0.0744186,17.94492476
0.6,0.5,29,29,ok,0,0,0,1,9.5462,0.0,0.0,0.0,1.0
0.3,0.6,75,75,ok,167,7,174,38,178.3679,0.67845462,0.2183908,0.04022989,15.20161392
0.7,0.4,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.6,22,22,ok,0,0,0,0,1.5146,0.0,0.0,0.0,1.0
0.4,0.7,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
0.6,0.7,18,18,ok,447,3,450,160,599.4944,0.28678013,0.35555556,0.00666667,30.83795799
0.4,0.8,73,73,capped,56696,45,56741,836,3365.7053,1.79970151,0.01473361,0.00079308,577.0789822
0.4,0.4,1,1,ok,0,0,0,2,6.3751,0.0,0.0,0.0,1.0
0.5,0.8,71,71,capped,63024,16,63040,905,3661.5984,1.71265227,0.01435596,0.00025381,618.47051097
0.7,0.6,64,64,ok,0,0,0,0,1.2242,0.0,0.0,0.0,1.0
0.7,0.7,82,82,ok,457,2,459,192,777.8776,0.20119726,0.41830065,0.0043573,32.61914653
0.5,0.4,88,88,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.3,0.4,43,43,ok,0,0,0,1,6.5261,0.0,0.0,0.0,1.0
0.5,0.5,70,70,ok,8,0,8,5,39.6355,0.19222782,0.625,0.0,2.50142576
0.3,0.4,92,92,ok,0,0,0,0,1.2094,0.0,0.0,0.0,1.0
0.4,0.8,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
0.5,0.4,76,76,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.4,14,14,ok,0,0,0,0,1.5322,0.0,0.0,0.0,1.0
0.5,0.8,4,4,capped,58429,70,58499,1124,3209.152,1.48749921,0.019214,0.0011966,591.7768487
0.3,0.4,91,91,ok,0,1,1,2,10.0014,0.0,2.0,1.0,6.0
0.7,0.7,45,45,ok,389,1,390,119,558.6353,0.31796338,0.30512821,0.0025641,26.87917847
0.7,0.7,14,14,ok,221,2,223,69,340.6986,0.38382678,0.30941704,0.00896861,18.69676543
0.3,0.8,90,90,capped,61226,55,61281,563,3884.004,2.37762133,0.00918719,0.0008975,604.20756335
0.3,0.7,57,57,capped,54057,84,54141,946,3144.3457,1.64357668,0.01747289,0.0015515,561.24770575
0.7,0.8,37,37,ok,26656,2,26658,2838,1657.3199,0.5474404,0.1064596,7.502e-05,380.00920086
0.5,0.8,75,75,capped,56861,15,56876,1180,3342.3016,1.32910375,0.02074689,0.00026373,581.11159908
0.5,0.8,86,86,capped,57189,18,57207,1993,3541.2006,0.77160093,0.03483839,0.00031465,591.44750477
0.6,0.7,26,26,ok,2133,5,2138,288,982.5182,0.55952377,0.13470533,0.00233863,72.64018812
0.6,0.4,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.5,52,52,ok,69,2,71,19,131.1362,0.44216006,0.26760563,0.02816901,8.59993493
0.4,0.7,71,71,ok,12479,28,12507,1725,1102.4732,0.62022447,0.13792276,0.00223875,236.47959197
0.5,0.4,44,44,ok,0,0,0,1,6.7331,0.0,0.0,0.0,1.0
0.3,0.4,33,33,ok,0,0,0,0,2.3868,0.0,0.0,0.0,1.0
0.4,0.8,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.6,93,93,ok,0,0,0,0,7.7124,0.0,0.0,0.0,1.0
0.6,0.6,47,47,ok,0,0,0,0,6.1064,0.0,0.0,0.0,1.0
0.6,0.7,90,90,ok,0,0,0,0,4.1917,0.0,0.0,0.0,1.0
0.4,0.6,31,31,ok,417,54,471,126,655.3703,0.28154048,0.26751592,0.11464968,32.91395104
0.3,0.4,34,34,ok,0,0,0,0,2.4431,0.0,0.0,0.0,1.0
0.5,0.8,8,8,capped,55281,36,55317,956,3094.356,1.69177147,0.01728221,0.00065079,568.72720171
0.6,0.4,84,84,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.7,58,58,capped,57451,129,57580,677,3229.3462,2.28961241,0.01175755,0.00224036,581.88484325
0.5,0.7,62,62,ok,0,0,0,0,1.6465,0.0,0.0,0.0,1.0
0.6,0.8,30,30,ok,32597,10,32607,2188,2204.7858,0.64618252,0.06710216,0.00030668,419.26375885
0.4,0.7,99,99,ok,41301,53,41354,2428,2788.512,0.58588311,0.05871258,0.00128162,487.85069223
0.4,0.4,9,9,ok,0,0,0,0,1.65,0.0,0.0,0.0,1.0
0.6,0.4,39,39,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.6,51,51,ok,480,27,507,169,850.4173,0.20982483,0.33333333,0.05325444,34.36251436
0.6,0.4,97,97,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.5,0.7,49,49,ok,0,0,0,1,2.5685,0.0,0.0,0.0,1.0
0.3,0.5,33,33,ok,220,49,269,63,440.5434,0.30637012,0.23420074,0.18215613,23.39751625
0.3,0.6,93,93,ok,4031,77,4108,980,905.276,0.41229497,0.23855891,0.01874391,124.54976493
0.4,0.6,82,82,ok,2272,60,2332,374,1160.6006,0.41299729,0.16037736,0.02572899,80.54869338
0.3,0.5,41,41,ok,233,31,264,47,388.0809,0.40842881,0.1780303,0.11742424,20.84737745
0.5,0.4,65,65,ok,0,0,0,2,7.5838,0.0,0.0,0.0,1.0
0.5,0.4,20,20,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.4,79,79,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.4,54,54,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.7,22,22,ok,13006,72,13078,1424,1153.1872,0.74004641,0.10888515,0.00550543,238.18046386
0.5,0.4,38,38,ok,0,0,0,0,1.465,0.0,0.0,0.0,1.0
0.4,0.6,10,10,ok,1991,63,2054,307,1027.131,0.4762676,0.14946446,0.03067186,73.66997456
0.4,0.7,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.6,0.5,6,6,ok,14,1,15,10,50.7241,0.25091198,0.66666667,0.06666667,4.16114235
0.5,0.7,71,71,ok,391,20,411,116,520.3172,0.34790032,0.28223844,0.0486618,28.60485276
0.5,0.6,31,31,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.8,3,3,capped,59085,82,59167,388,3629.5373,3.33584728,0.00655771,0.00138591,588.98031732
0.6,0.6,6,6,ok,29,1,30,12,78.4592,0.33001687,0.4,0.03333333,5.37514567
0.7,0.8,87,87,ok,5629,1,5630,1673,980.1411,0.32391713,0.29715808,0.00017762,158.00951085
0.5,0.6,27,27,ok,72,4,76,24,160.7856,0.36113014,0.31578947,0.05263158,9.56341035
0.6,0.5,33,33,ok,39,0,39,19,86.6489,0.37822865,0.48717949,0.0,6.58184097
0.4,0.6,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.3,0.6,27,27,ok,89,12,101,20,127.3166,0.5825374,0.1980198,0.11881188,11.18689536
0.4,0.8,89,89,capped,54908,28,54936,720,3581.1209,1.86983285,0.01310616,0.00050968,563.70930359
0.5,0.5,67,67,ok,26,3,29,12,88.579,0.26207434,0.4137931,0.10344828,5.66688107
0.3,0.8,7,7,capped,57579,111,57690,668,3266.4611,2.29522576,0.01157913,0.00192408,582.33911256
0.4,0.5,42,42,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.6,40,40,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.5,30,30,ok,0,0,0,0,3.8093,0.0,0.0,0.0,1.0
0.7,0.7,15,15,ok,5152,1,5153,2504,1036.2152,0.19093472,0.48593053,0.00019406,170.63330334
0.7,0.5,74,74,ok,47,0,47,5,66.1902,0.67626204,0.10638298,0.0,5.54512897
0.5,0.4,13,13,ok,0,0,0,0,1.0594,0.0,0.0,0.0,1.0
0.6,0.4,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.7,48,48,ok,575,10,585,146,691.0643,0.33823167,0.24957265,0.01709402,34.21113229
0.7,0.6,42,42,ok,0,0,0,0,1.2047,0.0,0.0,0.0,1.0
0.4,0.5,44,44,ok,87,3,90,42,201.5175,0.30403125,0.46666667,0.03333333,11.71317039
0.4,0.7,44,44,ok,21619,33,21652,2012,1524.9249,0.67126382,0.09292444,0.00152411,327.23354639
0.6,0.7,53,53,ok,325,5,330,109,434.1041,0.35821451,0.33030303,0.01515152,24.81789834
0.6,0.4,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.5,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,38,38,ok,0,0,0,0,1.465,0.0,0.0,0.0,1.0
0.3,0.5,11,11,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.5,6,6,ok,29,10,39,13,85.6369,0.29968071,0.33333333,0.25641026,7.41402776
0.4,0.8,69,69,capped,55693,49,55742,745,3273.7325,2.01326393,0.01336515,0.00087905,569.56529716
0.4,0.6,78,78,ok,405,22,427,112,576.5424,0.3313507,0.26229508,0.05152225,28.9649111
0.7,0.6,90,90,ok,12,0,12,6,50.1907,0.225555,0.5,0.0,3.02565693
0.6,0.7,23,23,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.5,12,12,ok,0,0,0,0,4.7563,0.0,0.0,0.0,1.0
0.4,0.7,46,46,ok,41603,43,41646,1755,2116.8078,1.05949597,0.0421409,0.00103251,482.35236774
0.7,0.6,93,93,ok,0,0,0,1,9.6924,0.0,0.0,0.0,1.0
0.6,0.8,93,93,capped,57488,36,57524,1996,3468.296,0.79080566,0.03469856,0.00062583,593.73483678
0.4,0.4,85,85,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.6,0.7,5,5,ok,0,0,0,0,3.4116,0.0,0.0,0.0,1.0
0.4,0.8,74,74,ok,0,0,0,0,2.5545,0.0,0.0,0.0,1.0
0.4,0.6,91,91,ok,0,0,0,4,11.156,0.0,0.0,0.0,1.0
0.4,0.8,6,6,capped,54030,135,54165,828,3703.4774,1.57208958,0.01528662,0.00249238,560.73350328
0.3,0.7,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.5,62,62,ok,62,15,77,18,171.2526,0.30681217,0.23376623,0.19480519,10.26750035
0.4,0.6,52,52,ok,0,0,0,1,1.8064,0.0,0.0,0.0,1.0
0.7,0.8,2,2,ok,3960,1,3961,978,997.6823,0.36820032,0.24690735,0.00025246,120.15853775
0.3,0.7,48,48,ok,502,17,519,71,344.3603,0.85250028,0.13680154,0.0327553,29.17883297
0.4,0.5,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.7,0.4,91,91,ok,0,0,0,0,2.0967,0.0,0.0,0.0,1.0
0.6,0.5,55,55,ok,0,0,0,4,47.3356,0.0,0.0,0.0,1.0
0.5,0.8,13,13,capped,59324,19,59343,1074,3555.9,1.42106124,0.01809818,0.00032017,596.27867552
0.6,0.8,73,73,ok,0,0,0,0,2.8799,0.0,0.0,0.0,1.0
0.7,0.8,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.3,0.5,78,78,ok,50,6,56,6,83.4329,0.56536254,0.10714286,0.10714286,6.90462776
0.4,0.8,32,32,capped,60376,76,60452,746,3918.2512,1.82138477,0.01234037,0.0012572,600.83272939
0.7,0.8,67,67,capped,56233,1,56234,2618,3735.8873,0.55379373,0.04655546,1.778e-05,591.167047
0.3,0.5,7,7,ok,82,15,97,38,222.0979,0.26754102,0.39175258,0.15463918,13.05560712
0.3,0.7,20,20,ok,37220,81,37301,1564,2478.8471,0.90234642,0.04192917,0.00217152,448.60918964
0.3,0.6,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.8,42,42,capped,55198,11,55209,1838,3560.4112,0.79996211,0.03329167,0.00019924,576.6650518
0.7,0.8,58,58,ok,0,0,0,0,0.7633,0.0,0.0,0.0,1.0
0.7,0.5,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
