x,y,z,phenotype,oxygen,C,b,d,sim_time
-14,-16,-4,surface,1.0,0.0,0.77,0.0,40
-10,-19,-1,surface,1.0,0.0,0.63,0.0,40
-11,-1,16,surface,1.0,0.0,0.63,0.0,40
2,-16,4,surface,1.0,0.0,0.63,0.0,40
6,0,-17,surface,1.0,0.0,0.63,0.0,40
-18,-8,-4,surface,1.0,0.0,0.77,0.0,40
-6,-18,-6,surface,1.0,0.0,0.63,0.0,40
-14,-13,8,surface,1.0,0.0,0.77,0.0,40
-17,-12,5,surface,1.0,0.0,0.63,0.0,40
-10,9,-13,surface,0.999996,4e-06,0.629997,1e-06,40
-8,-5,15,surface,0.999938,6.2e-05,0.629957,1.9e-05,40
-13,9,-10,surface,1.0,0.0,0.77,0.0,40
4,-17,-3,surface,1.0,0.0,0.63,0.0,40
-9,-18,4,surface,1.0,0.0,0.63,0.0,40
-13,10,-3,surface,0.999996,4e-06,0.769997,1e-06,40
1,-13,7,surface,0.996908,0.003092,0.767836,0.000928,40
13,-7,-2,surface,1.0,0.0,0.63,0.0,40
1,-13,-12,surface,1.0,0.0,0.63,0.0,40
-18,-11,5,surface,1.0,0.0,0.63,0.0,40
-5,1,15,surface,1.0,0.0,0.63,0.0,40
-16,4,-9,surface,0.999996,4e-06,0.769997,1e-06,40
2,11,-15,surface,0.996909,0.003091,0.627836,0.000927,40
17,12,-1,surface,1.0,0.0,0.63,0.0,40
16,0,-5,surface,1.0,0.0,0.77,0.0,40
-8,-14,-9,surface,1.0,0.0,0.77,0.0,40
12,-2,-13,surface,1.0,0.0,0.63,0.0,40
11,-4,-12,surface,1.0,0.0,0.77,0.0,40
-14,-18,1,surface,1.0,0.0,0.63,0.0,40
-17,3,-6,surface,1.0,0.0,0.77,0.0,40
3,2,13,surface,0.999999,1e-06,0.629999,0.0,40
-5,-3,-14,surface,1.0,0.0,0.77,0.0,40
2,-17,-3,surface,1.0,0.0,0.77,0.0,40
11,-10,-6,surface,1.0,0.0,0.63,0.0,40
7,-3,-16,surface,1.0,0.0,0.63,0.0,40
-14,-2,13,surface,1.0,0.0,0.77,0.0,40
-3,17,8,surface,1.0,0.0,0.63,0.0,40
-10,11,-10,surface,1.0,0.0,0.77,0.0,40
14,-5,-4,surface,1.0,0.0,0.63,0.0,40
-6,13,10,surface,1.0,0.0,0.63,0.0,40
-2,9,-16,surface,1.0,0.0,0.63,0.0,40
-1,4,14,surface,0.999983,1.7e-05,0.629988,5e-06,40
-6,-18,2,surface,1.0,0.0,0.77,0.0,40
-1,8,14,surface,1.0,0.0,0.77,0.0,40
9,-13,-3,surface,1.0,0.0,0.63,0.0,40
3,-16,2,surface,1.0,0.0,0.77,0.0,40
12,-4,3,surface,0.990126,0.009874,0.763088,0.002962,40
2,-1,-16,surface,1.0,0.0,0.63,0.0,40
-7,6,-16,surface,1.0,0.0,0.63,0.0,40
-16,-14,6,surface,1.0,0.0,0.63,0.0,40
-12,5,10,surface,1.0,0.0,0.77,0.0,40
-1,4,-16,surface,1.0,0.0,0.77,0.0,40
-15,-16,-4,surface,1.0,0.0,0.63,0.0,40
-8,0,-14,surface,0.999999,1e-06,0.629999,0.0,40
-4,15,9,surface,1.0,0.0,0.77,0.0,40
-12,5,11,surface,1.0,0.0,0.63,0.0,40
14,2,-14,surface,1.0,0.0,0.77,0.0,40
12,9,8,surface,0.999933,6.7e-05,0.769953,2e-05,40
10,4,12,surface,0.999938,6.2e-05,0.769957,1.9e-05,40
-5,-17,4,surface,1.0,0.0,0.63,0.0,40
-16,-15,-3,surface,1.0,0.0,0.77,0.0,40
-8,-19,-1,surface,1.0,0.0,0.77,0.0,40
2,13,-16,surface,1.0,0.0,0.77,0.0,40
14,-6,-1,surface,1.0,0.0,0.77,0.0,40
13,-5,-10,surface,1.0,0.0,0.63,0.0,40
3,-11,-12,surface,1.0,0.0,0.63,0.0,40
15,-2,-9,surface,1.0,0.0,0.77,0.0,40
-3,-18,-4,surface,1.0,0.0,0.63,0.0,40
-4,11,-15,surface,0.993818,0.006182,0.765673,0.001855,40
-14,7,-11,surface,1.0,0.0,0.63,0.0,40
-16,-14,-4,surface,1.0,0.0,0.63,0.0,40
-4,3,-16,surface,1.0,0.0,0.63,0.0,40
6,11,12,surface,1.0,0.0,0.77,0.0,40
-4,-9,12,surface,0.974237,0.025763,0.751966,0.007729,40
1,-12,-12,surface,1.0,0.0,0.77,0.0,40
-10,14,0,surface,1.0,0.0,0.77,0.0,40
12,-4,-11,surface,1.0,0.0,0.77,0.0,40
-14,-6,-10,surface,1.0,0.0,0.63,0.0,40
6,-2,7,surface,0.993558,0.006442,0.765491,0.001933,40
-7,13,9,surface,1.0,0.0,0.77,0.0,40
-11,-10,11,surface,0.996909,0.003091,0.767836,0.000927,40
12,-9,-1,surface,1.0,0.0,0.77,0.0,40
14,16,-5,surface,1.0,0.0,0.63,0.0,40
-10,15,-7,surface,1.0,0.0,0.63,0.0,40
-19,-12,2,surface,1.0,0.0,0.63,0.0,40
-14,8,-2,surface,0.999996,4e-06,0.769997,1e-06,40
-17,-4,7,surface,0.999993,7e-06,0.769995,2e-06,40
0,-18,-6,surface,1.0,0.0,0.77,0.0,40
-14,-4,-8,surface,0.996879,0.003121,0.767815,0.000936,40
-11,-18,3,surface,1.0,0.0,0.77,0.0,40
6,-13,-9,surface,1.0,0.0,0.77,0.0,40
-3,-14,-12,surface,1.0,0.0,0.77,0.0,40
-15,7,-8,surface,1.0,0.0,0.77,0.0,40
4,8,-17,surface,1.0,0.0,0.63,0.0,40
-6,2,-15,surface,1.0,0.0,0.77,0.0,40
-13,1,12,surface,0.996909,0.003091,0.767836,0.000927,40
13,12,6,surface,1.0,0.0,0.77,0.0,40
10,-11,4,surface,1.0,0.0,0.63,0.0,40
-7,-9,14,surface,1.0,0.0,0.77,0.0,40
2,-6,10,surface,0.977997,0.022003,0.614598,0.006601,40
-15,-3,-6,surface,0.992836,0.007164,0.764985,0.002149,40
-17,-1,5,surface,0.998948,0.001052,0.629264,0.000315,40
11,12,8,surface,1.0,0.0,0.63,0.0,40
-19,-8,3,surface,1.0,0.0,0.77,0.0,40
-13,5,6,surface,1.0,0.0,0.77,0.0,40
7,-15,1,surface,0.999987,1.3e-05,0.629991,4e-06,40
-17,-10,8,surface,1.0,0.0,0.63,0.0,40
16,6,-8,surface,1.0,0.0,0.77,0.0,40
13,-7,-1,surface,1.0,0.0,0.63,0.0,40
-9,18,-1,surface,1.0,0.0,0.77,0.0,40
8,5,12,surface,1.0,0.0,0.77,0.0,40
-9,-19,-1,surface,1.0,0.0,0.63,0.0,40
7,11,-15,surface,1.0,0.0,0.77,0.0,40
2,16,-15,surface,1.0,0.0,0.77,0.0,40
14,-2,-11,surface,1.0,0.0,0.63,0.0,40
-13,3,12,surface,1.0,0.0,0.77,0.0,40
16,-1,-2,surface,1.0,0.0,0.77,0.0,40
13,10,8,surface,1.0,0.0,0.77,0.0,40
4,2,13,surface,0.999991,9e-06,0.629993,3e-06,40
-16,1,5,surface,0.999991,9e-06,0.769994,3e-06,40
-13,-15,7,surface,1.0,0.0,0.63,0.0,40
17,5,-2,surface,1.0,0.0,0.63,0.0,40
-2,-5,14,surface,1.0,0.0,0.77,0.0,40
0,-16,4,surface,1.0,0.0,0.63,0.0,40
1,-16,-8,surface,1.0,0.0,0.63,0.0,40
-8,14,-10,surface,1.0,0.0,0.63,0.0,40
9,17,6,surface,1.0,0.0,0.77,0.0,40
-14,-9,-8,surface,1.0,0.0,0.63,0.0,40
15,1,5,surface,0.99986,0.00014,0.769902,4.2e-05,40
17,5,-3,surface,1.0,0.0,0.63,0.0,40
17,8,-5,surface,1.0,0.0,0.63,0.0,40
-10,-18,-5,surface,1.0,0.0,0.63,0.0,40
0,3,-16,surface,1.0,0.0,0.77,0.0,40
-13,-10,10,surface,1.0,0.0,0.63,0.0,40
-12,-11,-9,surface,1.0,0.0,0.63,0.0,40
4,10,-17,surface,1.0,0.0,0.77,0.0,40
4,13,12,surface,1.0,0.0,0.77,0.0,40
11,-5,-12,surface,1.0,0.0,0.63,0.0,40
-6,3,15,surface,0.999999,1e-06,0.769999,0.0,40
1,8,14,surface,1.0,0.0,0.77,0.0,40
5,7,13,surface,1.0,0.0,0.77,0.0,40
-8,-15,10,surface,1.0,0.0,0.77,0.0,40
17,5,-1,surface,1.0,0.0,0.77,0.0,40
11,5,11,surface,1.0,0.0,0.63,0.0,40
1,2,-16,surface,0.996909,0.003091,0.767836,0.000927,40
2,-3,14,surface,0.999617,0.000383,0.629732,0.000115,40
13,-3,4,surface,0.999876,0.000124,0.769913,3.7e-05,40
1,-2,13,surface,0.993486,0.006514,0.76544,0.001954,40
-6,12,11,surface,1.0,0.0,0.63,0.0,40
-6,-17,-9,surface,1.0,0.0,0.63,0.0,40
17,3,-7,surface,1.0,0.0,0.63,0.0,40
-16,-6,9,surface,1.0,0.0,0.63,0.0,40
-2,14,13,surface,1.0,0.0,0.63,0.0,40
-12,12,0,surface,1.0,0.0,0.63,0.0,40
17,6,-3,surface,0.996909,0.003091,0.767836,0.000927,40
2,7,-16,surface,1.0,0.0,0.77,0.0,40
5,0,-17,surface,1.0,0.0,0.63,0.0,40
12,3,-15,surface,0.996909,0.003091,0.627836,0.000927,40
-12,6,5,surface,0.999991,9e-06,0.769994,3e-06,40
-1,11,14,surface,0.999994,6e-06,0.629996,2e-06,40
-10,11,6,surface,1.0,0.0,0.63,0.0,40
3,-5,10,surface,0.962517,0.037483,0.603762,0.011245,40
10,-8,-10,surface,1.0,0.0,0.63,0.0,40
-15,9,-7,surface,1.0,0.0,0.63,0.0,40
11,6,11,surface,1.0,0.0,0.63,0.0,40
10,8,12,surface,1.0,0.0,0.63,0.0,40
3,-9,-13,surface,1.0,0.0,0.77,0.0,40
-6,-6,14,surface,0.996497,0.003503,0.627548,0.001051,40
-3,4,-16,surface,1.0,0.0,0.77,0.0,40
-1,-16,5,surface,1.0,0.0,0.63,0.0,40
-5,-14,-10,surface,0.996909,0.003091,0.627836,0.000927,40
-1,-9,11,surface,0.987018,0.012982,0.760913,0.003895,40
6,-9,-11,surface,1.0,0.0,0.63,0.0,40
-9,8,12,surface,1.0,0.0,0.63,0.0,40
-16,3,-14,surface,0.999876,0.000124,0.629913,3.7e-05,40
-10,15,3,surface,1.0,0.0,0.77,0.0,40
-3,-18,-3,surface,1.0,0.0,0.63,0.0,40
-19,-10,-1,surface,1.0,0.0,0.77,0.0,40
-15,-2,11,surface,1.0,0.0,0.77,0.0,40
-14,-1,-10,surface,0.994524,0.005476,0.626167,0.001643,40
0,13,-15,surface,1.0,0.0,0.63,0.0,40
-3,0,-15,surface,1.0,0.0,0.77,0.0,40
-1,13,-15,surface,1.0,0.0,0.77,0.0,40
-17,-12,-4,surface,0.999996,4e-06,0.629997,1e-06,40
15,-3,-9,surface,1.0,0.0,0.77,0.0,40
15,11,6,surface,1.0,0.0,0.77,0.0,40
10,8,-15,surface,1.0,0.0,0.63,0.0,40
-17,-13,7,surface,1.0,0.0,0.63,0.0,40
-9,-19,-5,surface,1.0,0.0,0.77,0.0,40
15,-4,2,surface,1.0,0.0,0.63,0.0,40
7,17,-10,surface,1.0,0.0,0.77,0.0,40
14,16,0,surface,1.0,0.0,0.77,0.0,40
-13,-9,11,surface,1.0,0.0,0.77,0.0,40
16,8,-6,surface,1.0,0.0,0.63,0.0,40
-3,14,10,surface,0.996905,0.003095,0.767834,0.000928,40
-8,7,13,surface,0.999876,0.000124,0.629913,3.7e-05,40
15,0,1,surface,0.981888,0.018112,0.617322,0.005434,40
17,4,0,surface,1.0,0.0,0.63,0.0,40
17,10,-3,surface,1.0,0.0,0.63,0.0,40
17,11,0,surface,1.0,0.0,0.77,0.0,40
-12,-1,15,surface,1.0,0.0,0.63,0.0,40
-4,2,15,surface,1.0,0.0,0.77,0.0,40
2,-16,2,surface,1.0,0.0,0.77,0.0,40
14,-1,-12,surface,1.0,0.0,0.63,0.0,40
-8,13,8,surface,1.0,0.0,0.63,0.0,40
-1,-8,-13,surface,1.0,0.0,0.77,0.0,40
12,16,2,surface,1.0,0.0,0.77,0.0,40
-6,-16,-10,surface,1.0,0.0,0.63,0.0,40
11,-8,-7,surface,0.999996,4e-06,0.629997,1e-06,40
-12,12,-5,surface,1.0,0.0,0.63,0.0,40
9,15,-12,surface,1.0,0.0,0.77,0.0,40
-7,-18,3,surface,1.0,0.0,0.77,0.0,40
-17,-14,-3,surface,1.0,0.0,0.63,0.0,40
2,-12,8,surface,0.999994,6e-06,0.629996,2e-06,40
-3,-3,15,surface,1.0,0.0,0.63,0.0,40
10,7,-16,surface,1.0,0.0,0.77,0.0,40
-3,-18,-5,surface,1.0,0.0,0.63,0.0,40
-15,-10,9,surface,1.0,0.0,0.63,0.0,40
-19,-10,2,surface,1.0,0.0,0.77,0.0,40
0,16,10,surface,0.996909,0.003091,0.767836,0.000927,40
8,14,-13,surface,1.0,0.0,0.63,0.0,40
9,13,9,surface,1.0,0.0,0.63,0.0,40
-4,-16,-10,surface,1.0,0.0,0.77,0.0,40
5,-17,1,surface,1.0,0.0,0.63,0.0,40
2,17,9,surface,1.0,0.0,0.63,0.0,40
11,15,-8,surface,1.0,0.0,0.77,0.0,40
-9,-4,-11,surface,0.999995,5e-06,0.769997,1e-06,40
15,6,-9,surface,1.0,0.0,0.77,0.0,40
9,8,-16,surface,1.0,0.0,0.63,0.0,40
-15,7,-9,surface,1.0,0.0,0.77,0.0,40
2,14,12,surface,0.999996,4e-06,0.769997,1e-06,40
-17,-8,-4,surface,1.0,0.0,0.63,0.0,40
-16,0,1,surface,0.999774,0.000226,0.629842,6.8e-05,40
4,-15,4,surface,0.999655,0.000345,0.769759,0.000103,40
-7,-9,-11,surface,0.996909,0.003091,0.767836,0.000927,40
-12,-19,3,surface,1.0,0.0,0.63,0.0,40
17,7,-4,surface,1.0,0.0,0.77,0.0,40
0,11,14,surface,1.0,0.0,0.63,0.0,40
-2,-11,-12,surface,1.0,0.0,0.63,0.0,40
15,-4,-2,surface,1.0,0.0,0.63,0.0,40
17,4,-4,surface,1.0,0.0,0.63,0.0,40
1,14,-16,surface,1.0,0.0,0.77,0.0,40
13,6,-14,surface,1.0,0.0,0.77,0.0,40
-2,-15,-11,surface,1.0,0.0,0.63,0.0,40
-12,8,3,surface,1.0,0.0,0.63,0.0,40
12,-3,-13,surface,1.0,0.0,0.63,0.0,40
-3,3,14,surface,1.0,0.0,0.77,0.0,40
16,8,4,surface,1.0,0.0,0.63,0.0,40
-18,-12,4,surface,1.0,0.0,0.63,0.0,40
-4,-7,-12,surface,1.0,0.0,0.77,0.0,40
-13,12,-3,surface,1.0,0.0,0.77,0.0,40
-4,15,-13,surface,1.0,0.0,0.77,0.0,40
-1,16,10,surface,0.996909,0.003091,0.627836,0.000927,40
-7,12,10,surface,1.0,0.0,0.77,0.0,40
1,-17,-3,surface,1.0,0.0,0.77,0.0,40
-14,5,0,surface,0.996785,0.003215,0.76775,0.000964,40
14,0,-12,surface,1.0,0.0,0.77,0.0,40
16,-2,-3,surface,1.0,0.0,0.63,0.0,40
-8,-19,-2,surface,1.0,0.0,0.63,0.0,40
-4,7,14,surface,1.0,0.0,0.63,0.0,40
10,1,9,surface,1.0,0.0,0.63,0.0,40
17,9,1,surface,1.0,0.0,0.77,0.0,40
8,-12,5,surface,1.0,0.0,0.63,0.0,40
-11,12,2,surface,0.996909,0.003091,0.767836,0.000927,40
-3,-1,-15,surface,1.0,0.0,0.77,0.0,40
-10,-2,-12,surface,0.999993,7e-06,0.629995,2e-06,40
-11,15,-2,surface,1.0,0.0,0.77,0.0,40
9,-8,6,surface,0.988662,0.011338,0.762063,0.003401,40
15,-3,0,surface,0.999998,2e-06,0.629999,0.0,40
3,-17,-2,surface,1.0,0.0,0.63,0.0,40
2,-17,-4,surface,1.0,0.0,0.77,0.0,40
-13,6,-12,surface,0.998505,0.001495,0.768954,0.000448,40
-15,9,-6,surface,1.0,0.0,0.63,0.0,40
9,-14,0,surface,1.0,0.0,0.77,0.0,40
2,-7,-14,surface,1.0,0.0,0.63,0.0,40
11,10,9,surface,0.999873,0.000127,0.769911,3.8e-05,40
-17,4,-8,surface,0.999996,4e-06,0.769997,1e-06,40
11,7,-15,surface,1.0,0.0,0.63,0.0,40
-7,16,-10,surface,1.0,0.0,0.63,0.0,40
-17,-14,3,surface,1.0,0.0,0.77,0.0,40
-1,6,-16,surface,1.0,0.0,0.77,0.0,40
2,18,8,surface,1.0,0.0,0.63,0.0,40
-8,-6,-11,surface,0.996909,0.003091,0.627836,0.000927,40
-15,10,-6,surface,1.0,0.0,0.63,0.0,40
2,14,13,surface,1.0,0.0,0.77,0.0,40
-14,2,7,surface,0.993818,0.006182,0.625673,0.001855,40
-13,-9,-9,surface,1.0,0.0,0.77,0.0,40
-17,-1,7,surface,1.0,0.0,0.63,0.0,40
-7,18,4,surface,1.0,0.0,0.77,0.0,40
15,14,-5,surface,1.0,0.0,0.63,0.0,40
-7,-2,-14,surface,1.0,0.0,0.63,0.0,40
9,1,-17,surface,1.0,0.0,0.77,0.0,40
-3,-16,4,surface,1.0,0.0,0.63,0.0,40
-2,9,14,surface,1.0,0.0,0.77,0.0,40
16,-2,-1,surface,1.0,0.0,0.63,0.0,40
-3,7,14,surface,1.0,0.0,0.63,0.0,40
-7,10,12,surface,1.0,0.0,0.63,0.0,40
-13,7,-13,surface,0.999717,0.000283,0.769802,8.5e-05,40
-11,-15,-8,surface,1.0,0.0,0.77,0.0,40
13,-1,-13,surface,1.0,0.0,0.77,0.0,40
6,-8,-12,surface,1.0,0.0,0.63,0.0,40
-8,-9,-11,surface,1.0,0.0,0.63,0.0,40
-17,-14,-4,surface,1.0,0.0,0.63,0.0,40
4,3,-17,surface,1.0,0.0,0.77,0.0,40
15,6,6,surface,0.999994,6e-06,0.769996,2e-06,40
7,-5,-14,surface,1.0,0.0,0.77,0.0,40
-10,-9,-10,surface,1.0,0.0,0.77,0.0,40
0,-8,-12,surface,0.999938,6.2e-05,0.629957,1.9e-05,40
-2,-18,-6,surface,1.0,0.0,0.77,0.0,40
4,-3,-16,surface,1.0,0.0,0.77,0.0,40
-18,-3,5,surface,0.981886,0.018114,0.61732,0.005434,40
-4,-17,-7,surface,1.0,0.0,0.77,0.0,40
-3,-17,-9,surface,1.0,0.0,0.63,0.0,40
5,-14,6,surface,0.999938,6.2e-05,0.769957,1.9e-05,40
-10,7,-15,surface,0.999999,1e-06,0.629999,0.0,40
-11,10,-11,surface,1.0,0.0,0.77,0.0,40
-13,5,3,surface,0.999999,1e-06,0.769999,0.0,40
-3,12,-16,surface,1.0,0.0,0.63,0.0,40
-19,-7,1,surface,1.0,0.0,0.77,0.0,40
-12,6,6,surface,1.0,0.0,0.77,0.0,40
-7,10,11,surface,0.999938,6.2e-05,0.629957,1.9e-05,40
5,-16,-3,surface,1.0,0.0,0.77,0.0,40
-5,-11,12,surface,0.999581,0.000419,0.629707,0.000126,40
-14,0,13,surface,1.0,0.0,0.63,0.0,40
-11,-9,12,surface,1.0,0.0,0.77,0.0,40
-17,3,-8,surface,1.0,0.0,0.77,0.0,40
-17,3,-4,surface,0.999999,1e-06,0.629999,0.0,40
-16,5,-2,surface,1.0,0.0,0.63,0.0,40
-4,7,-16,surface,1.0,0.0,0.63,0.0,40
17,4,-3,surface,1.0,0.0,0.77,0.0,40
8,1,9,surface,0.998726,0.001274,0.629108,0.000382,40
-1,15,-15,surface,1.0,0.0,0.63,0.0,40
14,4,8,surface,1.0,0.0,0.63,0.0,40
-1,9,-16,surface,1.0,0.0,0.77,0.0,40
8,5,-17,surface,1.0,0.0,0.63,0.0,40
6,7,-17,surface,1.0,0.0,0.77,0.0,40
-16,-1,-1,surface,0.999669,0.000331,0.769768,9.9e-05,40
-7,-16,7,surface,1.0,0.0,0.77,0.0,40
-2,-11,10,surface,0.998567,0.001433,0.768997,0.00043,40
-17,-2,-5,surface,0.996665,0.003335,0.767666,0.001,40
15,4,7,surface,1.0,0.0,0.77,0.0,40
-2,-17,1,surface,1.0,0.0,0.63,0.0,40
1,17,-13,surface,1.0,0.0,0.77,0.0,40
-8,18,-2,surface,1.0,0.0,0.63,0.0,40
-3,6,-16,surface,1.0,0.0,0.63,0.0,40
16,0,-1,surface,0.999999,1e-06,0.769999,0.0,40
6,8,13,surface,1.0,0.0,0.77,0.0,40
-17,-1,4,surface,0.996807,0.003193,0.767765,0.000958,40
-13,4,2,surface,0.996862,0.003138,0.627804,0.000941,40
-12,13,-3,surface,1.0,0.0,0.63,0.0,40
-16,1,-8,surface,0.999891,0.000109,0.769924,3.3e-05,40
-10,11,-11,surface,1.0,0.0,0.77,0.0,40
-3,-17,1,surface,1.0,0.0,0.63,0.0,40
6,-16,1,surface,0.999996,4e-06,0.769997,1e-06,40
-4,-4,15,surface,1.0,0.0,0.63,0.0,40
-3,-13,9,surface,0.9994,0.0006,0.62958,0.00018,40
-2,-18,-3,surface,1.0,0.0,0.63,0.0,40
11,-10,-2,surface,1.0,0.0,0.63,0.0,40
-12,-17,-5,surface,1.0,0.0,0.77,0.0,40
-13,-2,-10,surface,0.996388,0.003612,0.627472,0.001083,40
10,-6,6,surface,0.999876,0.000124,0.769913,3.7e-05,40
18,9,-2,surface,1.0,0.0,0.77,0.0,40
-10,-20,0,surface,1.0,0.0,0.77,0.0,40
-17,-2,-4,surface,0.999677,0.000323,0.629774,9.7e-05,40
-16,1,-1,surface,0.999679,0.000321,0.629775,9.6e-05,40
-16,-11,8,surface,1.0,0.0,0.63,0.0,40
-12,8,-12,surface,0.999991,9e-06,0.629994,3e-06,40
-10,-12,11,surface,1.0,0.0,0.77,0.0,40
8,2,11,surface,0.999966,3.4e-05,0.629976,1e-05,40
-15,-16,-3,surface,1.0,0.0,0.63,0.0,40
-18,-13,3,surface,1.0,0.0,0.63,0.0,40
17,8,2,surface,1.0,0.0,0.77,0.0,40
-1,11,-16,surface,1.0,0.0,0.77,0.0,40
4,-1,12,surface,0.99999,1e-05,0.769993,3e-06,40
11,1,8,surface,1.0,0.0,0.77,0.0,40
-14,-19,-1,surface,1.0,0.0,0.77,0.0,40
-2,16,10,surface,1.0,0.0,0.63,0.0,40
17,11,-4,surface,1.0,0.0,0.63,0.0,40
16,8,-7,surface,1.0,0.0,0.77,0.0,40
-8,-19,-6,surface,1.0,0.0,0.63,0.0,40
1,-7,12,surface,0.999805,0.000195,0.769864,5.8e-05,40
15,9,-8,surface,1.0,0.0,0.63,0.0,40
17,4,-2,surface,1.0,0.0,0.77,0.0,40
9,1,9,surface,0.999958,4.2e-05,0.629971,1.3e-05,40
11,-4,4,surface,0.983929,0.016071,0.618751,0.004821,40
17,6,2,surface,1.0,0.0,0.77,0.0,40
-15,0,9,surface,1.0,0.0,0.63,0.0,40
-3,9,-16,surface,1.0,0.0,0.63,0.0,40
14,11,-9,surface,1.0,0.0,0.77,0.0,40
-10,16,-1,surface,1.0,0.0,0.63,0.0,40
-11,1,15,surface,1.0,0.0,0.77,0.0,40
-13,8,1,surface,1.0,0.0,0.63,0.0,40
-13,-4,-10,surface,0.999876,0.000124,0.769913,3.7e-05,40
-18,-7,-5,surface,1.0,0.0,0.77,0.0,40
-2,6,-16,surface,1.0,0.0,0.63,0.0,40
-9,12,8,surface,1.0,0.0,0.63,0.0,40
-13,5,7,surface,1.0,0.0,0.77,0.0,40
13,16,-5,surface,1.0,0.0,0.77,0.0,40
17,13,-4,surface,1.0,0.0,0.63,0.0,40
4,-6,-15,surface,1.0,0.0,0.63,0.0,40
12,-9,-6,surface,1.0,0.0,0.77,0.0,40
-19,-7,-1,surface,1.0,0.0,0.63,0.0,40
10,1,-17,surface,1.0,0.0,0.63,0.0,40
1,6,-16,surface,1.0,0.0,0.63,0.0,40
9,-9,5,surface,0.996905,0.003095,0.627834,0.000928,40
-15,-9,10,surface,1.0,0.0,0.63,0.0,40
-14,8,-9,surface,1.0,0.0,0.77,0.0,40
-16,3,0,surface,1.0,0.0,0.77,0.0,40
-12,5,9,surface,0.993818,0.006182,0.765673,0.001855,40
0,4,-16,surface,1.0,0.0,0.77,0.0,40
-18,-8,-3,surface,1.0,0.0,0.63,0.0,40
-18,-10,-3,surface,0.999976,2.4e-05,0.629983,7e-06,40
11,-10,-5,surface,1.0,0.0,0.77,0.0,40
-17,-12,8,surface,1.0,0.0,0.77,0.0,40
7,16,9,surface,1.0,0.0,0.77,0.0,40
-17,0,3,surface,0.990128,0.009872,0.763089,0.002962,40
-17,2,-5,surface,0.999997,3e-06,0.629998,1e-06,40
1,1,13,surface,0.999987,1.3e-05,0.629991,4e-06,40
10,0,8,surface,0.999999,1e-06,0.63,0.0,40
6,-1,-17,surface,1.0,0.0,0.77,0.0,40
-9,10,-13,surface,1.0,0.0,0.63,0.0,40
1,-16,6,surface,1.0,0.0,0.63,0.0,40
4,-17,1,surface,1.0,0.0,0.77,0.0,40
3,10,-17,surface,1.0,0.0,0.63,0.0,40
11,-4,5,surface,0.999779,0.000221,0.769845,6.6e-05,40
-4,17,7,surface,1.0,0.0,0.77,0.0,40
0,-16,2,surface,1.0,0.0,0.77,0.0,40
2,-9,9,surface,0.997392,0.002608,0.768175,0.000782,40
-5,9,-15,surface,1.0,0.0,0.63,0.0,40
0,18,9,surface,1.0,0.0,0.77,0.0,40
5,8,13,surface,1.0,0.0,0.77,0.0,40
12,13,-10,surface,1.0,0.0,0.63,0.0,40
16,11,3,surface,1.0,0.0,0.77,0.0,40
-10,-19,-6,surface,1.0,0.0,0.77,0.0,40
1,-17,-7,surface,1.0,0.0,0.77,0.0,40
0,-5,-15,surface,1.0,0.0,0.63,0.0,40
0,6,14,surface,0.999778,0.000222,0.769845,6.7e-05,40
1,15,12,surface,1.0,0.0,0.77,0.0,40
-16,-17,-2,surface,1.0,0.0,0.63,0.0,40
-2,-18,-5,surface,1.0,0.0,0.77,0.0,40
-9,17,3,surface,1.0,0.0,0.77,0.0,40
-5,8,13,surface,0.999998,2e-06,0.629999,0.0,40
-17,-1,2,surface,0.999962,3.8e-05,0.629973,1.1e-05,40
-8,0,16,surface,1.0,0.0,0.63,0.0,40
-10,-17,5,surface,1.0,0.0,0.77,0.0,40
-16,-13,-5,surface,1.0,0.0,0.63,0.0,40
-16,-3,-7,surface,0.997558,0.002442,0.628291,0.000733,40
14,11,4,surface,0.996905,0.003095,0.627834,0.000928,40
15,8,-8,surface,1.0,0.0,0.77,0.0,40
3,18,8,surface,1.0,0.0,0.63,0.0,40
9,15,8,surface,1.0,0.0,0.77,0.0,40
17,4,-5,surface,1.0,0.0,0.77,0.0,40
-1,16,-13,surface,1.0,0.0,0.77,0.0,40
8,6,-17,surface,1.0,0.0,0.63,0.0,40
8,16,-10,surface,1.0,0.0,0.63,0.0,40
-18,-2,5,surface,0.999081,0.000919,0.769357,0.000276,40
7,-2,-17,surface,1.0,0.0,0.63,0.0,40
-11,9,5,surface,0.999996,4e-06,0.629997,1e-06,40
6,16,-13,surface,1.0,0.0,0.63,0.0,40
-10,-10,12,surface,1.0,0.0,0.77,0.0,40
-5,-15,6,surface,0.996909,0.003091,0.767836,0.000927,40
9,-13,-4,surface,1.0,0.0,0.63,0.0,40
11,16,-8,surface,1.0,0.0,0.63,0.0,40
16,0,-10,surface,1.0,0.0,0.77,0.0,40
-5,12,-15,surface,0.996909,0.003091,0.767836,0.000927,40
-17,-3,-1,surface,1.0,0.0,0.77,0.0,40
9,-1,8,surface,1.0,0.0,0.63,0.0,40
-2,6,14,surface,1.0,0.0,0.63,0.0,40
4,1,12,surface,0.981882,0.018118,0.757317,0.005436,40
-10,15,-8,surface,1.0,0.0,0.63,0.0,40
16,-2,-5,surface,1.0,0.0,0.63,0.0,40
4,11,13,surface,1.0,0.0,0.77,0.0,40
