alpha,beta,run_id,seed,status,final_alive,final_necrotic,final_total,total_metastatic,total_oxygen_consumed,fitness,mei,ncf,dissipation
0.3,0.6,99,99,ok,3494,57,3551,680,976.5774,0.4586925,0.19149535,0.01605182,108.43835438
0.3,0.3,77,77,ok,0,0,0,1,5.659,0.0,0.0,0.0,1.0
0.4,0.5,181,181,ok,14,1,15,8,40.7108,0.31841587,0.53333333,0.06666667,3.82825096
0.4,0.4,184,184,ok,0,0,0,0,1.7662,0.0,0.0,0.0,1.0
0.4,0.5,42,42,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.6,0.6,26,26,ok,0,0,0,0,1.0532,0.0,0.0,0.0,1.0
0.2,0.6,46,46,ok,2265,94,2359,177,831.7281,0.98312125,0.07503179,0.03984739,76.23430933
0.7,0.4,196,196,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.4,0.4,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.3,0.7,82,82,capped,54761,114,54875,1048,3106.3146,1.53562102,0.01909795,0.00207745,567.51128146
0.7,0.7,178,178,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.5,91,91,ok,0,0,0,2,2.5785,0.0,0.0,0.0,1.0
0.4,0.3,22,22,ok,0,0,0,0,1.1953,0.0,0.0,0.0,1.0
0.7,0.3,48,48,ok,0,0,0,0,1.2872,0.0,0.0,0.0,1.0
0.6,0.3,99,99,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.7,0.8,143,143,capped,57256,4,57260,2946,3840.2043,0.48948205,0.05144953,6.986e-05,601.16532709
0.2,0.6,20,20,ok,27341,108,27449,1153,1818.3407,1.20001887,0.04200517,0.00393457,366.32556608
0.4,0.5,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,55,55,ok,82,7,89,34,230.9686,0.2649452,0.38202247,0.07865169,11.43573096
0.5,0.7,82,82,ok,415,11,426,105,412.6989,0.49052474,0.24647887,0.0258216,27.85933548
0.7,0.5,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.2,0.8,177,177,capped,55623,134,55757,485,3485.3433,2.7280541,0.00869846,0.00240329,567.90762339
0.6,0.6,81,81,ok,4,0,4,12,38.3849,0.09304248,3.0,0.0,4.0
0.5,0.4,45,45,ok,0,0,0,0,2.7485,0.0,0.0,0.0,1.0
0.5,0.3,181,181,ok,0,0,0,0,11.2327,0.0,0.0,0.0,1.0
0.3,0.5,93,93,ok,107,28,135,41,249.3281,0.30436415,0.3037037,0.20740741,15.94151191
0.5,0.7,122,122,capped,59908,47,59955,2167,3561.4963,0.74199469,0.03614377,0.00078392,611.2959802
0.5,0.6,198,198,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.6,46,46,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.3,146,146,ok,0,0,0,1,15.1968,0.0,0.0,0.0,1.0
0.2,0.6,40,40,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.4,0.5,110,110,ok,0,0,0,1,13.9718,0.0,0.0,0.0,1.0
0.2,0.8,48,48,capped,58132,140,58272,287,3348.9162,4.48538809,0.00492518,0.00240253,582.6710266
0.5,0.3,53,53,ok,0,0,0,0,3.9485,0.0,0.0,0.0,1.0
0.7,0.4,155,155,ok,0,0,0,3,11.1825,0.0,0.0,0.0,1.0
0.4,0.5,86,86,ok,52,14,66,34,175.8895,0.22062692,0.51515152,0.21212121,11.54265371
0.7,0.4,36,36,ok,0,0,0,0,1.3519,0.0,0.0,0.0,1.0
0.6,0.5,75,75,ok,10,1,11,10,48.4585,0.18760189,0.90909091,0.09090909,3.96416042
0.2,0.7,10,10,capped,54688,151,54839,556,2987.8069,2.7902022,0.01013877,0.00275351,562.65542577
0.6,0.7,143,143,ok,194,2,196,54,259.0532,0.4862864,0.2755102,0.01020408,16.73162148
0.6,0.5,36,36,ok,17,0,17,10,57.8076,0.26734457,0.58823529,0.0,4.04099566
0.7,0.6,121,121,ok,107,3,110,49,293.1364,0.24497836,0.44545455,0.02727273,13.11876386
0.6,0.7,122,122,ok,1365,17,1382,248,1138.0539,0.34465976,0.17945007,0.01230101,57.00796285
0.7,0.6,76,76,ok,0,0,0,0,0.7583,0.0,0.0,0.0,1.0
0.3,0.6,135,135,ok,29652,67,29719,2180,1887.9629,0.68885163,0.07335375,0.00225445,397.20794337
0.4,0.6,54,54,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.8,167,167,capped,54314,53,54367,1394,3078.7045,1.18084579,0.02564055,0.00097486,566.99973966
0.7,0.8,140,140,capped,52739,77,52816,2701,3327.7515,0.56580645,0.05113981,0.00145789,570.26638785
0.2,0.3,150,150,ok,0,0,0,0,1.0255,0.0,0.0,0.0,1.0
0.2,0.5,7,7,ok,184,26,210,41,271.114,0.48133432,0.1952381,0.12380952,18.26280962
0.3,0.3,99,99,ok,0,0,0,1,7.5518,0.0,0.0,0.0,1.0
0.3,0.7,129,129,capped,54669,99,54768,1026,3446.1931,1.40884472,0.01873357,0.00180762,566.41811035
0.3,0.5,192,192,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.7,71,71,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.2,0.5,144,144,ok,182,67,249,68,383.7707,0.28228661,0.27309237,0.26907631,24.60867
0.5,0.4,54,54,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.2,0.6,27,27,ok,614,74,688,98,599.8966,0.51692412,0.14244186,0.10755814,37.94901666
0.7,0.8,42,42,capped,61176,5,61181,2848,3798.6379,0.54629309,0.0465504,8.172e-05,625.38522068
0.6,0.7,61,61,ok,0,0,0,0,3.2397,0.0,0.0,0.0,1.0
0.3,0.5,42,42,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.5,0.3,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.4,84,84,ok,17,1,18,5,51.208,0.31617097,0.27777778,0.05555556,3.56499581
0.6,0.3,45,45,ok,0,0,0,0,1.1584,0.0,0.0,0.0,1.0
0.4,0.7,26,26,ok,0,0,0,0,1.0532,0.0,0.0,0.0,1.0
0.5,0.4,133,133,ok,0,0,0,0,2.3656,0.0,0.0,0.0,1.0
0.4,0.3,11,11,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.8,35,35,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.5,0.7,157,157,ok,655,23,678,134,665.7679,0.42043859,0.19764012,0.0339233,36.77692233
0.5,0.8,13,13,capped,59324,19,59343,1074,3555.9,1.42106124,0.01809818,0.00032017,596.27867552
0.3,0.8,179,179,ok,45779,48,45827,912,2893.8614,1.56317664,0.01990093,0.00104742,503.15429438
0.4,0.4,7,7,ok,0,0,0,0,4.4221,0.0,0.0,0.0,1.0
0.2,0.4,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.7,133,133,ok,248,2,250,97,326.9784,0.38500502,0.388,0.008,21.36736315
0.2,0.4,30,30,ok,0,5,5,2,18.0818,0.0,0.4,1.0,3.15073803
0.6,0.4,46,46,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.7,19,19,ok,9429,19,9448,2967,1127.9463,0.27256083,0.31403472,0.00201101,226.45409683
0.5,0.5,67,67,ok,26,3,29,12,88.579,0.26207434,0.4137931,0.10344828,5.66688107
0.6,0.3,109,109,ok,0,0,0,0,3.5237,0.0,0.0,0.0,1.0
0.3,0.5,50,50,ok,307,42,349,60,516.1884,0.37171504,0.17191977,0.12034384,25.04611805
0.5,0.3,86,86,ok,0,0,0,0,5.3613,0.0,0.0,0.0,1.0
0.6,0.8,95,95,ok,47503,6,47509,2214,2996.1656,0.6851598,0.0466017,0.00012629,528.39795975
0.7,0.6,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.6,18,18,ok,0,0,0,2,11.4518,0.0,0.0,0.0,1.0
0.4,0.4,108,108,ok,2,2,4,3,56.7829,0.03419599,0.75,0.5,2.625
0.6,0.7,92,92,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.7,69,69,ok,366,1,367,135,528.3854,0.29475582,0.36784741,0.0027248,27.05646436
0.6,0.6,57,57,ok,206,6,212,78,436.2458,0.26528702,0.36792453,0.02830189,19.24631564
0.7,0.4,183,183,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.4,123,123,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.7,129,129,capped,54291,36,54327,1472,3154.5699,1.09480091,0.02709518,0.00066265,567.34834644
0.2,0.7,119,119,ok,0,0,0,0,1.0425,0.0,0.0,0.0,1.0
0.2,0.3,38,38,ok,0,0,0,0,1.465,0.0,0.0,0.0,1.0
0.6,0.6,93,93,ok,0,0,0,0,7.7124,0.0,0.0,0.0,1.0
0.6,0.7,42,42,ok,174,4,178,41,197.6943,0.62421768,0.23033708,0.02247191,15.31897686
0.7,0.7,147,147,ok,0,0,0,0,2.0981,0.0,0.0,0.0,1.0
0.2,0.5,87,87,ok,10,3,13,4,43.4517,0.22128917,0.30769231,0.23076923,3.42440688
0.7,0.5,94,94,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.5,167,167,ok,38,0,38,5,85.6258,0.42265861,0.13157895,0.0,4.92207451
0.5,0.8,139,139,capped,58048,31,58079,1170,3800.8819,1.20253898,0.02014497,0.00053376,589.08864811
0.3,0.8,192,192,capped,57056,58,57114,511,3329.7508,2.80445434,0.00894702,0.00101551,576.42810501
0.3,0.3,20,20,ok,0,0,0,0,3.1347,0.0,0.0,0.0,1.0
0.5,0.3,168,168,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.2,0.7,68,68,ok,37336,112,37448,635,2496.7652,2.03452363,0.01695685,0.00299081,439.36570962
0.4,0.4,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.4,143,143,ok,0,0,0,0,1.3323,0.0,0.0,0.0,1.0
0.3,0.3,144,144,ok,5,1,6,2,33.5334,0.14618161,0.33333333,0.16666667,1.97663867
0.2,0.4,153,153,ok,14,10,24,3,70.4397,0.19296255,0.125,0.41666667,5.10311419
0.2,0.4,161,161,ok,29,6,35,7,53.2616,0.50886228,0.2,0.17142857,5.78828645
0.5,0.8,191,191,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.6,106,106,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.6,180,180,ok,57,2,59,24,85.0099,0.5407341,0.40677966,0.03389831,8.48293565
0.4,0.5,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.7,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.4,61,61,ok,0,0,0,0,1.1584,0.0,0.0,0.0,1.0
0.7,0.3,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.4,0.7,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.3,67,67,ok,0,1,1,1,16.315,0.0,1.0,1.0,4.0
0.2,0.7,47,47,ok,1947,101,2048,150,718.2947,1.08423467,0.07324219,0.04931641,69.89269084
0.6,0.3,23,23,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.7,3,3,ok,1564,4,1568,243,1094.7222,0.41652273,0.15497449,0.00255102,60.14282744
0.7,0.5,156,156,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.6,148,148,ok,112,2,114,16,99.629,0.96911284,0.14035088,0.01754386,10.49870663
0.3,0.7,190,190,capped,53447,248,53695,978,3595.6647,1.37887654,0.01821399,0.00461868,560.27829576
0.4,0.5,36,36,ok,88,4,92,26,182.5501,0.38258691,0.2826087,0.04347826,10.49648117
0.6,0.6,120,120,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,153,153,ok,0,0,0,1,1.649,0.0,0.0,0.0,1.0
0.3,0.8,117,117,capped,53931,222,54153,592,3765.0715,2.06994663,0.01093199,0.0040995,559.1409448
0.4,0.8,93,93,capped,54414,45,54459,526,3548.5237,2.44956295,0.00965864,0.00082631,558.71112099
0.5,0.5,105,105,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.7,4,4,capped,56468,17,56485,3724,3797.562,0.3888478,0.06592901,0.00030096,604.07192428
0.4,0.6,130,130,ok,297,19,316,77,411.5217,0.40774664,0.24367089,0.06012658,23.53940644
0.6,0.8,195,195,capped,54369,27,54396,2245,3487.6361,0.66477906,0.04127142,0.00049636,575.57028427
0.3,0.7,70,70,ok,13768,46,13814,1410,1098.6286,0.82993297,0.10207036,0.00332996,244.98547179
0.4,0.4,78,78,ok,0,4,4,7,45.6279,0.0,1.75,1.0,5.5
0.2,0.6,91,91,ok,578,43,621,76,475.9769,0.68996848,0.12238325,0.06924316,33.61653791
0.2,0.5,170,170,ok,0,0,0,0,1.0427,0.0,0.0,0.0,1.0
0.5,0.5,184,184,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.4,0.3,17,17,ok,0,0,0,0,2.5033,0.0,0.0,0.0,1.0
0.3,0.4,18,18,ok,0,0,0,0,1.3451,0.0,0.0,0.0,1.0
0.2,0.6,138,138,ok,594,58,652,63,457.6277,0.79631803,0.09662577,0.08895706,34.55481111
0.4,0.5,46,46,ok,0,0,0,0,2.3976,0.0,0.0,0.0,1.0
0.7,0.5,61,61,ok,0,0,0,0,2.4431,0.0,0.0,0.0,1.0
0.2,0.7,77,77,capped,58268,160,58428,421,3277.9764,3.41182358,0.00720545,0.00273841,585.2310051
0.2,0.3,17,17,ok,0,0,0,0,2.5033,0.0,0.0,0.0,1.0
0.7,0.5,75,75,ok,0,0,0,1,3.9955,0.0,0.0,0.0,1.0
0.4,0.6,75,75,ok,177,13,190,41,225.0081,0.55789948,0.21578947,0.06842105,16.5212972
0.4,0.3,187,187,ok,0,0,0,1,4.2159,0.0,0.0,0.0,1.0
0.7,0.6,170,170,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.7,104,104,capped,55987,129,56116,1251,3901.4978,1.06218577,0.02229311,0.00229881,577.96922193
0.6,0.7,177,177,ok,564,13,577,153,670.5348,0.33245834,0.26516464,0.02253033,34.50494833
0.2,0.6,157,157,ok,1395,95,1490,119,764.3786,0.83333871,0.07986577,0.06375839,57.66928229
0.5,0.8,64,64,ok,0,0,0,0,1.2242,0.0,0.0,0.0,1.0
0.7,0.5,62,62,ok,0,0,0,0,1.6465,0.0,0.0,0.0,1.0
0.6,0.6,163,163,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.5,119,119,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.4,0.6,65,65,ok,365,14,379,83,449.6846,0.44354097,0.21899736,0.03693931,25.47552678
0.2,0.6,189,189,ok,14998,101,15099,1398,1067.3154,0.93805603,0.09258891,0.00668918,258.57820082
0.7,0.6,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.7,0.6,169,169,ok,61,0,61,48,192.7462,0.21383673,0.78688525,0.0,10.65591662
0.3,0.7,156,156,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.4,175,175,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.3,14,14,ok,0,0,0,0,1.5322,0.0,0.0,0.0,1.0
0.2,0.6,55,55,ok,42324,118,42442,982,2753.2837,1.42071996,0.02313746,0.00278026,480.40912846
0.2,0.4,147,147,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.2,0.5,10,10,ok,322,102,424,85,600.7836,0.28971174,0.2004717,0.24056604,32.34620328
0.6,0.7,132,132,ok,469,11,480,152,644.8753,0.28860016,0.31666667,0.02291667,31.77492355
0.5,0.5,140,140,ok,0,0,0,1,2.2248,0.0,0.0,0.0,1.0
0.6,0.8,0,0,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.7,0.7,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.5,54,54,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.2,0.4,58,58,ok,0,0,0,3,3.2533,0.0,0.0,0.0,1.0
0.3,0.3,36,36,ok,13,2,15,4,48.8085,0.25610298,0.26666667,0.13333333,3.36012245
0.4,0.4,91,91,ok,0,0,0,2,11.0315,0.0,0.0,0.0,1.0
0.4,0.6,117,117,ok,0,0,0,1,4.3866,0.0,0.0,0.0,1.0
0.4,0.4,166,166,ok,0,0,0,1,8.7853,0.0,0.0,0.0,1.0
0.6,0.5,150,150,ok,0,0,0,0,1.1955,0.0,0.0,0.0,1.0
0.2,0.4,148,148,ok,15,19,34,8,92.6182,0.14995857,0.23529412,0.55882353,7.77727635
0.7,0.4,95,95,ok,0,0,0,2,25.9956,0.0,0.0,0.0,1.0
0.6,0.3,77,77,ok,0,0,0,0,2.386,0.0,0.0,0.0,1.0
0.7,0.6,165,165,ok,0,0,0,0,0.9109,0.0,0.0,0.0,1.0
0.2,0.8,41,41,capped,55294,145,55439,397,3422.0389,3.25114753,0.00716102,0.00261549,565.00354393
0.5,0.4,6,6,ok,0,0,0,0,7.37,0.0,0.0,0.0,1.0
0.7,0.5,184,184,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.6,0.3,140,140,ok,0,0,0,1,2.2248,0.0,0.0,0.0,1.0
0.3,0.8,10,10,capped,57271,114,57385,473,3236.2454,3.08843667,0.00824257,0.00198658,578.40688601
0.5,0.4,140,140,ok,0,0,0,1,2.2248,0.0,0.0,0.0,1.0
0.5,0.3,41,41,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.7,13,13,ok,340,14,354,104,409.492,0.40700831,0.29378531,0.03954802,25.90100055
0.7,0.8,57,57,ok,24196,1,24197,3716,1690.5253,0.37507104,0.15357276,4.133e-05,371.40255106
0.7,0.6,7,7,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.6,1,1,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.7,115,115,ok,437,1,438,142,530.1035,0.34064765,0.32420091,0.00228311,29.45786677
0.6,0.7,125,125,ok,444,5,449,139,493.2675,0.37661932,0.30957684,0.01113586,29.87988934
0.6,0.8,52,52,ok,8124,5,8129,2005,1022.4315,0.37747099,0.2466478,0.00061508,194.07808446
0.4,0.4,136,136,ok,5,0,5,4,20.3905,0.23578144,0.8,0.0,2.02547445
0.2,0.5,101,101,ok,263,102,365,86,560.0048,0.25249401,0.23561644,0.27945205,31.07257157
0.5,0.4,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.5,151,151,ok,54,5,59,10,92.8162,0.52890475,0.16949153,0.08474576,7.39890259
0.2,0.6,137,137,ok,8473,83,8556,1008,908.9357,0.84132591,0.11781206,0.00970079,181.69777147
0.7,0.3,139,139,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.3,34,34,ok,0,0,0,0,2.4431,0.0,0.0,0.0,1.0
0.7,0.7,96,96,ok,248,1,249,87,339.9223,0.39014894,0.34939759,0.00401606,20.63578924
0.6,0.7,30,30,ok,3876,9,3885,1211,1210.8999,0.24415905,0.31171171,0.0023166,125.03883811
0.7,0.7,168,168,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.6,149,149,ok,0,0,0,0,3.152,0.0,0.0,0.0,1.0
0.6,0.3,135,135,ok,0,0,0,0,9.53,0.0,0.0,0.0,1.0
0.2,0.3,132,132,ok,0,1,1,2,8.0978,0.0,2.0,1.0,6.0
0.2,0.8,151,151,capped,54681,122,54803,343,3393.2588,3.63760666,0.00625878,0.00222616,559.9542756
0.5,0.3,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.3,163,163,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.3,1,1,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.2,0.7,74,74,ok,7569,88,7657,580,865.6586,1.28582813,0.07574768,0.01149275,162.67465178
0.7,0.5,134,134,ok,0,0,0,0,2.7186,0.0,0.0,0.0,1.0
0.2,0.6,128,128,ok,47924,108,48032,1203,2572.2699,1.42985533,0.0250458,0.0022485,522.41230107
0.7,0.8,182,182,capped,56011,2,56013,2696,3716.9869,0.53894585,0.04813168,3.571e-05,590.5157774
0.4,0.8,103,103,capped,58922,14,58936,856,3348.614,1.84057918,0.01452423,0.00023755,591.41673306
0.2,0.4,181,181,ok,0,0,0,0,2.1887,0.0,0.0,0.0,1.0
0.3,0.3,58,58,ok,0,0,0,2,7.2521,0.0,0.0,0.0,1.0
0.4,0.8,98,98,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.2,0.5,133,133,ok,231,55,286,45,371.1205,0.42926847,0.15734266,0.19230769,23.05164498
0.7,0.4,140,140,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.3,183,183,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.2,0.5,24,24,ok,0,0,0,1,2.2986,0.0,0.0,0.0,1.0
0.4,0.6,162,162,ok,123,3,126,30,141.7635,0.66741696,0.23809524,0.02380952,12.26011401
0.3,0.6,185,185,ok,3292,84,3376,627,1025.6283,0.44150479,0.18572275,0.02488152,105.24448939
0.3,0.8,128,128,capped,60720,83,60803,427,3940.6636,2.92382775,0.00702268,0.00136506,600.05255079
0.5,0.3,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.8,143,143,capped,55988,72,56060,536,3565.4908,2.46898539,0.00956118,0.00128434,569.8139234
0.3,0.3,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.8,145,145,capped,54172,92,54264,391,3434.5158,3.21238696,0.00720551,0.00169542,556.50522167
0.6,0.4,22,22,ok,0,0,0,0,1.1953,0.0,0.0,0.0,1.0
0.6,0.7,43,43,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.5,161,161,ok,28,0,28,20,126.7479,0.18409252,0.71428571,0.0,6.08316347
0.5,0.8,147,147,ok,0,0,0,1,2.1236,0.0,0.0,0.0,1.0
0.5,0.3,75,75,ok,0,0,0,0,4.2863,0.0,0.0,0.0,1.0
0.7,0.7,185,185,ok,0,0,0,1,1.9823,0.0,0.0,0.0,1.0
0.5,0.6,54,54,ok,0,0,0,0,0.6138,0.0,0.0,0.0,1.0
0.7,0.4,13,13,ok,0,0,0,0,1.0594,0.0,0.0,0.0,1.0
0.5,0.7,167,167,ok,9129,22,9151,2837,1136.5511,0.27348297,0.31002076,0.00240411,221.09265474
0.4,0.8,19,19,capped,56295,76,56371,800,3064.9125,2.04084133,0.01419169,0.00134821,574.57923799
0.3,0.6,184,184,ok,488,44,532,119,593.3843,0.37552571,0.22368421,0.08270677,33.47564005
0.2,0.6,43,43,ok,265,24,289,53,250.4323,0.69161444,0.183391,0.08304498,21.55994161
0.5,0.7,59,59,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.8,169,169,capped,60516,96,60612,481,3760.4039,2.76987127,0.00793572,0.00158384,599.46912258
0.5,0.5,77,77,ok,0,0,0,1,4.3353,0.0,0.0,0.0,1.0
0.4,0.5,58,58,ok,78,6,84,32,154.9837,0.38127171,0.38095238,0.07142857,10.92116691
0.5,0.7,151,151,ok,623,21,644,166,716.8096,0.32674021,0.25776398,0.0326087,37.27346507
0.4,0.7,31,31,ok,1752,43,1795,223,910.367,0.59581998,0.12423398,0.02395543,65.43171831
0.5,0.3,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.2,0.4,164,164,ok,0,3,3,2,21.6291,0.0,0.66666667,1.0,3.33333333
0.6,0.8,169,169,ok,12052,7,12059,1251,1034.3045,0.8624926,0.10373995,0.00058048,223.49470758
0.6,0.6,47,47,ok,0,0,0,0,6.1064,0.0,0.0,0.0,1.0
0.2,0.6,122,122,capped,50812,228,51040,1499,2901.4916,1.09520774,0.02936912,0.00446708,547.50516124
0.2,0.4,52,52,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.4,174,174,ok,0,0,0,0,1.492,0.0,0.0,0.0,1.0
0.3,0.5,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.5,93,93,ok,10,0,10,5,29.7566,0.3200575,0.5,0.0,2.67936689
0.5,0.7,95,95,ok,12348,21,12369,2413,1175.1706,0.41812219,0.19508449,0.00169779,246.39542824
0.7,0.8,114,114,ok,4299,5,4304,950,1048.1263,0.39062904,0.22072491,0.00116171,124.44510146
0.5,0.8,30,30,capped,57107,27,57134,1263,3508.5567,1.19416681,0.02210593,0.00047257,583.76552196
0.7,0.5,191,191,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.8,175,175,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.6,0.3,105,105,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.8,195,195,capped,54795,32,54827,1460,3314.7026,1.05967275,0.02662922,0.00058365,570.52008563
0.4,0.5,185,185,ok,125,10,135,43,263.8286,0.3313234,0.31851852,0.07407407,14.34224841
0.6,0.7,184,184,ok,1271,9,1280,203,916.7275,0.45757538,0.15859375,0.00703125,52.93241425
0.2,0.8,83,83,capped,55462,131,55593,341,3445.7328,3.64985273,0.00613387,0.00235641,565.32597583
0.3,0.7,31,31,capped,57012,132,57144,1076,3139.7908,1.54403893,0.01882962,0.00230995,583.03097159
0.3,0.3,158,158,ok,0,0,0,0,1.1584,0.0,0.0,0.0,1.0
0.4,0.8,150,150,capped,59309,33,59342,879,3795.3212,1.59620761,0.01481244,0.0005561,594.4877916
0.7,0.3,57,57,ok,0,0,0,0,17.9545,0.0,0.0,0.0,1.0
0.6,0.5,5,5,ok,0,0,0,0,3.4116,0.0,0.0,0.0,1.0
0.2,0.5,137,137,ok,0,2,2,4,20.1536,0.0,2.0,1.0,6.0
0.6,0.5,58,58,ok,0,0,0,0,0.7633,0.0,0.0,0.0,1.0
0.5,0.7,54,54,ok,1136,18,1154,137,732.8133,0.65408869,0.1187175,0.01559792,48.10464743
0.4,0.6,169,169,ok,385,15,400,73,425.3818,0.52316143,0.1825,0.0375,25.63127299
0.5,0.5,154,154,ok,69,0,69,15,123.4456,0.48604411,0.2173913,0.0,7.88140871
0.4,0.7,64,64,ok,2727,30,2757,359,1015.6455,0.5849656,0.130214,0.01088139,86.44893685
0.3,0.7,158,158,ok,31419,43,31462,1320,2034.0761,1.08776936,0.04195537,0.00136673,400.16652391
0.3,0.6,144,144,ok,2480,77,2557,307,985.5686,0.61825892,0.12006257,0.03011341,83.02752155
0.3,0.5,182,182,ok,211,37,248,42,380.7471,0.39026312,0.16935484,0.14919355,20.41337798
0.4,0.7,19,19,ok,36195,26,36221,1750,2384.5302,0.8204914,0.04831451,0.00071782,441.96150934
0.3,0.8,182,182,capped,62014,58,62072,649,3709.6682,2.23189038,0.0104556,0.0009344,610.18416953
0.4,0.4,44,44,ok,0,1,1,4,29.9454,0.0,4.0,1.0,10.0
0.5,0.3,106,106,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.7,199,199,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.4,148,148,ok,0,6,6,6,41.9899,0.0,1.0,1.0,5.08278515
0.4,0.8,185,185,capped,59417,43,59460,670,3817.0942,2.02156222,0.01126808,0.00072318,593.29558998
