alpha,beta,run_id,seed,status,final_alive,final_necrotic,final_total,total_metastatic,total_oxygen_consumed,fitness,mei,ncf,dissipation
0.4,0.3,139,139,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.4,0.5,120,120,ok,104,13,117,40,297.1491,0.24999478,0.34188034,0.11111111,13.725751
0.4,0.5,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.2,0.5,199,199,ok,0,10,10,4,46.1155,0.0,0.4,1.0,5.00148486
0.7,0.6,109,109,ok,9,0,9,2,37.9329,0.23260872,0.22222222,0.0,2.03510166
0.4,0.7,59,59,ok,1894,25,1919,209,798.5386,0.76758337,0.10891089,0.01302762,66.75884972
0.5,0.5,113,113,ok,8,1,9,8,47.6039,0.15560512,0.88888889,0.11111111,3.49461902
0.5,0.5,96,96,ok,7,1,8,3,28.5912,0.23769985,0.375,0.125,2.3811649
0.7,0.6,2,2,ok,0,0,0,0,0.9127,0.0,0.0,0.0,1.0
0.5,0.7,80,80,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.7,194,194,ok,1727,7,1734,251,985.1499,0.49943954,0.14475202,0.00403691,63.84125539
0.6,0.3,29,29,ok,0,0,0,0,0.7585,0.0,0.0,0.0,1.0
0.2,0.6,49,49,ok,338,31,369,39,303.149,0.80213178,0.10569106,0.08401084,23.72971888
0.6,0.3,75,75,ok,0,0,0,0,12.4209,0.0,0.0,0.0,1.0
0.6,0.6,49,49,ok,0,0,0,0,2.2286,0.0,0.0,0.0,1.0
0.7,0.5,124,124,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.5,0.4,91,91,ok,0,0,0,1,9.4192,0.0,0.0,0.0,1.0
0.7,0.8,52,52,ok,0,0,0,1,2.5399,0.0,0.0,0.0,1.0
0.4,0.6,89,89,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.4,0.5,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.4,118,118,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.6,0.6,111,111,ok,196,3,199,56,265.4394,0.4733323,0.28140704,0.01507538,17.06193862
0.5,0.7,175,175,ok,0,0,0,0,0.4615,0.0,0.0,0.0,1.0
0.4,0.4,142,142,ok,0,0,0,0,8.6191,0.0,0.0,0.0,1.0
0.4,0.6,110,110,ok,483,24,507,133,636.5777,0.32564151,0.26232742,0.04733728,32.34979079
0.7,0.3,167,167,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.5,78,78,ok,50,6,56,6,83.4329,0.56536254,0.10714286,0.10714286,6.90462776
0.7,0.6,35,35,ok,0,0,0,0,0.7637,0.0,0.0,0.0,1.0
0.6,0.7,66,66,ok,985,8,993,169,841.2021,0.43529495,0.17019134,0.00805639,45.1837357
0.4,0.4,138,138,ok,0,0,0,0,1.0255,0.0,0.0,0.0,1.0
0.6,0.7,57,57,ok,1092,10,1102,167,848.9052,0.48178379,0.15154265,0.00907441,47.70880557
0.6,0.4,138,138,ok,0,0,0,0,1.0255,0.0,0.0,0.0,1.0
0.5,0.4,13,13,ok,0,0,0,0,1.0594,0.0,0.0,0.0,1.0
0.4,0.6,141,141,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.2,0.6,5,5,ok,10440,78,10518,1190,1042.8302,0.77606338,0.11313938,0.00741586,207.16737756
0.5,0.8,170,170,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.6,0.8,59,59,ok,33929,8,33937,2197,2143.0519,0.68925095,0.0647376,0.00023573,429.60386751
0.7,0.5,159,159,ok,0,0,0,1,10.4594,0.0,0.0,0.0,1.0
0.5,0.3,66,66,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.3,0.8,47,47,capped,56999,78,57077,541,3303.5881,2.69167931,0.00947842,0.00136657,576.68477319
0.2,0.7,22,22,ok,8893,86,8979,830,933.85,1.0239723,0.09243791,0.0095779,183.35644273
0.4,0.5,138,138,ok,0,0,0,0,1.0255,0.0,0.0,0.0,1.0
0.7,0.8,141,141,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.4,42,42,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.6,0.4,106,106,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.8,100,100,capped,58090,27,58117,601,3563.9438,2.3251582,0.01034121,0.00046458,583.64150697
0.2,0.3,120,120,ok,1,1,2,0,24.7494,0.04040494,0.0,0.5,1.5
0.2,0.4,98,98,ok,0,0,0,1,4.9347,0.0,0.0,0.0,1.0
0.6,0.3,159,159,ok,0,0,0,0,12.2077,0.0,0.0,0.0,1.0
0.3,0.3,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.5,151,151,ok,0,0,0,1,3.1191,0.0,0.0,0.0,1.0
0.4,0.3,29,29,ok,0,0,0,0,0.7585,0.0,0.0,0.0,1.0
0.5,0.5,99,99,ok,72,3,75,28,221.5278,0.25391841,0.37333333,0.04,9.7751719
0.7,0.3,14,14,ok,0,0,0,0,1.1584,0.0,0.0,0.0,1.0
0.5,0.3,191,191,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.4,0.3,161,161,ok,0,0,0,0,6.1783,0.0,0.0,0.0,1.0
0.4,0.5,41,41,ok,0,1,1,3,15.6547,0.0,3.0,1.0,8.0
0.7,0.8,55,55,ok,16150,4,16154,2695,1360.7209,0.42464075,0.16683174,0.00024762,287.0186213
0.7,0.3,28,28,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.6,0.6,87,87,ok,43,0,43,13,91.226,0.41712974,0.30232558,0.0,6.15138348
0.7,0.5,9,9,ok,0,0,0,0,1.65,0.0,0.0,0.0,1.0
0.5,0.3,71,71,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.5,138,138,ok,0,0,0,0,1.0255,0.0,0.0,0.0,1.0
0.4,0.8,190,190,capped,55337,28,55365,670,3483.3281,2.06314855,0.01210151,0.00050573,566.07605449
0.6,0.4,117,117,ok,0,0,0,1,4.4921,0.0,0.0,0.0,1.0
0.7,0.7,5,5,ok,0,0,0,0,1.513,0.0,0.0,0.0,1.0
0.5,0.8,117,117,capped,53398,10,53408,2363,3242.3771,0.66864724,0.04424431,0.00018724,570.02674037
0.3,0.7,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.7,194,194,ok,366,0,366,123,427.4641,0.38395164,0.33606557,0.0,26.30809639
0.6,0.7,49,49,ok,312,6,318,115,420.1095,0.34542486,0.36163522,0.01886792,24.87354431
0.4,0.3,142,142,ok,0,0,0,0,5.509,0.0,0.0,0.0,1.0
0.3,0.5,84,84,ok,150,38,188,50,354.6767,0.28194689,0.26595745,0.20212766,19.21981447
0.5,0.3,113,113,ok,0,0,0,1,4.2776,0.0,0.0,0.0,1.0
0.6,0.4,55,55,ok,0,0,0,1,6.7951,0.0,0.0,0.0,1.0
0.4,0.3,57,57,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.5,0.8,197,197,ok,0,0,0,0,1.5169,0.0,0.0,0.0,1.0
0.5,0.3,127,127,ok,0,0,0,0,13.0581,0.0,0.0,0.0,1.0
0.5,0.4,178,178,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.4,77,77,ok,0,0,0,1,15.0652,0.0,0.0,0.0,1.0
0.6,0.8,21,21,capped,54665,32,54697,2397,3390.4713,0.64569993,0.04382324,0.00058504,579.15867793
0.6,0.8,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.2,0.3,169,169,ok,0,2,2,1,28.8189,0.0,0.5,1.0,3.0
0.4,0.7,114,114,ok,5045,44,5089,741,957.315,0.62662872,0.14560817,0.0086461,131.56412398
0.4,0.7,40,40,capped,55764,63,55827,1697,2966.1143,1.04620782,0.03039748,0.00112849,579.87145016
0.6,0.4,196,196,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.4,0.4,15,15,ok,1,2,3,1,31.3861,0.03154575,0.33333333,0.66666667,2.22222222
0.4,0.3,91,91,ok,0,0,0,1,5.7375,0.0,0.0,0.0,1.0
0.3,0.3,186,186,ok,0,1,1,3,14.4395,0.0,3.0,1.0,8.0
0.7,0.5,147,147,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.4,0.6,103,103,ok,289,21,310,92,475.4915,0.31655842,0.29677419,0.06774194,24.40690527
0.3,0.5,144,144,ok,14,0,14,12,46.9518,0.26623057,0.85714286,0.0,4.15149893
0.4,0.4,76,76,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.7,0.5,139,139,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.2,0.4,172,172,ok,0,0,0,0,2.0206,0.0,0.0,0.0,1.0
0.2,0.6,112,112,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.2,0.6,75,75,ok,85,11,96,11,86.1693,0.88867617,0.11458333,0.11458333,10.02336407
0.6,0.6,104,104,ok,95,0,95,43,265.6175,0.25010989,0.45263158,0.0,11.63890558
0.5,0.4,101,101,ok,4,0,4,6,51.0906,0.07386069,1.5,0.0,2.5
0.6,0.3,36,36,ok,0,0,0,0,1.1584,0.0,0.0,0.0,1.0
0.7,0.8,10,10,capped,58073,19,58092,2839,3686.0827,0.53605531,0.04887076,0.00032707,605.6417566
0.5,0.8,32,32,capped,54716,23,54739,1367,3279.2485,1.13739128,0.02497305,0.00042018,568.89710418
0.3,0.4,87,87,ok,0,2,2,1,15.369,0.0,0.5,1.0,3.0
0.6,0.5,165,165,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.7,0.8,107,107,ok,36559,4,36563,3487,2458.5788,0.41455179,0.09536964,0.0001094,464.41939607
0.4,0.5,156,156,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.7,68,68,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.2,0.8,35,35,capped,56895,278,57173,449,3696.0628,2.80389932,0.00785336,0.00486244,578.41410202
0.3,0.5,140,140,ok,0,0,0,0,2.0861,0.0,0.0,0.0,1.0
0.2,0.3,114,114,ok,0,0,0,0,7.1233,0.0,0.0,0.0,1.0
0.7,0.5,53,53,ok,0,0,0,0,1.4388,0.0,0.0,0.0,1.0
0.3,0.7,5,5,capped,51356,61,51417,1055,3376.2421,1.31696924,0.02051851,0.00118638,543.68568608
0.7,0.5,32,32,ok,13,0,13,9,60.4654,0.19724691,0.69230769,0.0,3.60066312
0.3,0.7,106,106,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.7,0.7,119,119,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.8,31,31,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.7,180,180,ok,866,6,872,156,729.5074,0.46371189,0.17889908,0.00688073,41.69396951
0.2,0.8,82,82,capped,57926,147,58073,279,3346.801,4.56672054,0.0048043,0.0025313,581.34845823
0.4,0.5,168,168,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.2,0.4,45,45,ok,0,0,0,0,2.3923,0.0,0.0,0.0,1.0
0.6,0.3,150,150,ok,0,0,0,0,1.1955,0.0,0.0,0.0,1.0
0.4,0.4,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.6,52,52,ok,47,3,50,22,86.0539,0.4476799,0.44,0.06,7.9724038
0.4,0.3,48,48,ok,0,0,0,0,1.2872,0.0,0.0,0.0,1.0
0.3,0.4,85,85,ok,0,1,1,4,14.1008,0.0,4.0,1.0,10.0
0.6,0.4,155,155,ok,0,0,0,2,10.0951,0.0,0.0,0.0,1.0
0.4,0.5,8,8,ok,150,15,165,38,309.9258,0.35071513,0.23030303,0.09090909,15.53808685
0.5,0.6,184,184,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.5,0.6,73,73,ok,295,12,307,84,448.9316,0.35712811,0.27361564,0.03908795,23.17699891
0.3,0.5,186,186,ok,132,19,151,40,244.7766,0.38519095,0.26490066,0.12582781,15.54010514
0.5,0.8,83,83,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.5,164,164,ok,130,27,157,45,267.1821,0.33555836,0.2866242,0.17197452,16.88796226
0.2,0.4,4,4,ok,0,7,7,1,26.4052,0.0,0.14285714,1.0,3.2188067
0.7,0.7,84,84,ok,812,6,818,198,965.8005,0.28213198,0.24205379,0.00733496,42.1137688
0.4,0.4,27,27,ok,0,0,0,0,17.4119,0.0,0.0,0.0,1.0
0.5,0.3,55,55,ok,0,0,0,0,6.5825,0.0,0.0,0.0,1.0
0.7,0.6,60,60,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.7,188,188,ok,21838,31,21869,1205,1481.1305,1.12981941,0.05510083,0.00141753,317.98211781
0.2,0.8,157,157,capped,54037,84,54121,461,3337.5365,2.88604002,0.00851795,0.00155208,556.17138112
0.5,0.8,88,88,capped,57828,23,57851,1098,3613.6603,1.33577722,0.01897979,0.00039757,586.79496041
0.7,0.5,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.8,62,62,capped,56814,265,57079,569,4302.8777,1.97365047,0.00996864,0.00464269,578.8659635
0.7,0.7,160,160,ok,591,2,593,202,908.6129,0.21537814,0.34064081,0.00337268,36.53861632
0.3,0.5,170,170,ok,0,0,0,0,1.0427,0.0,0.0,0.0,1.0
0.4,0.4,31,31,ok,0,0,0,0,0.9109,0.0,0.0,0.0,1.0
0.4,0.4,194,194,ok,3,1,4,5,41.529,0.06879874,1.25,0.25,2.8125
0.6,0.3,111,111,ok,0,0,0,0,1.1937,0.0,0.0,0.0,1.0
0.7,0.7,161,161,ok,535,3,538,163,675.1112,0.30131638,0.30297398,0.00557621,33.35389132
0.3,0.7,109,109,capped,56216,74,56290,1529,3600.5077,0.95846247,0.02716291,0.00131462,581.35084931
0.6,0.4,20,20,ok,0,0,0,0,1.5089,0.0,0.0,0.0,1.0
0.4,0.4,134,134,ok,0,0,0,0,4.2489,0.0,0.0,0.0,1.0
0.5,0.4,39,39,ok,0,0,0,3,15.0964,0.0,0.0,0.0,1.0
0.5,0.7,85,85,ok,10422,30,10452,2756,1177.5399,0.30989691,0.26368159,0.00287026,233.14330107
0.2,0.3,52,52,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.4,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.8,119,119,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.3,146,146,ok,0,0,0,2,18.2546,0.0,0.0,0.0,1.0
0.3,0.4,63,63,ok,0,0,0,0,10.8521,0.0,0.0,0.0,1.0
0.2,0.4,67,67,ok,58,12,70,18,99.8235,0.4923947,0.25714286,0.17142857,9.62587161
0.4,0.4,105,105,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.3,3,3,ok,0,0,0,0,1.0607,0.0,0.0,0.0,1.0
0.4,0.5,115,115,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.5,0.8,113,113,capped,58590,23,58613,1309,3382.7193,1.22926789,0.02233293,0.0003924,593.88127129
0.5,0.5,195,195,ok,5,0,5,4,22.2889,0.21569922,0.8,0.0,2.02547445
0.3,0.3,179,179,ok,0,0,0,0,2.8807,0.0,0.0,0.0,1.0
0.2,0.7,166,166,capped,55556,346,55902,935,3664.103,1.46495047,0.0167257,0.0061894,575.58486317
0.4,0.3,3,3,ok,0,0,0,0,1.0607,0.0,0.0,0.0,1.0
0.5,0.8,109,109,capped,55577,19,55596,1332,3457.7813,1.12241784,0.02395856,0.00034175,574.20556881
0.4,0.3,178,178,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.2,0.4,101,101,ok,0,0,0,0,1.7618,0.0,0.0,0.0,1.0
0.3,0.8,92,92,capped,57594,67,57661,724,3534.0719,1.9777648,0.01255615,0.00116196,582.2629592
0.6,0.3,95,95,ok,0,0,0,1,7.0795,0.0,0.0,0.0,1.0
0.5,0.4,109,109,ok,0,0,0,0,3.5237,0.0,0.0,0.0,1.0
0.4,0.7,44,44,ok,21619,33,21652,2012,1524.9249,0.67126382,0.09292444,0.00152411,327.23354639
0.2,0.3,151,151,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.2,0.4,174,174,ok,0,0,0,0,1.7437,0.0,0.0,0.0,1.0
0.7,0.6,17,17,ok,75,1,76,38,185.2568,0.29336479,0.5,0.01315789,10.49345201
0.3,0.8,195,195,capped,56200,174,56374,716,3657.4779,1.88306124,0.01270089,0.00308653,574.75102079
0.7,0.3,16,16,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.7,0.4,32,32,ok,0,0,0,1,14.8645,0.0,0.0,0.0,1.0
0.4,0.6,188,188,ok,379,22,401,125,543.1137,0.31014583,0.3117207,0.05486284,28.95617606
0.5,0.5,48,48,ok,0,0,0,0,1.2872,0.0,0.0,0.0,1.0
0.3,0.3,199,199,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.2,0.6,113,113,ok,16835,84,16919,1408,1231.5051,0.90651616,0.08322005,0.00496483,276.09483014
0.6,0.6,164,164,ok,0,0,0,2,1.67,0.0,0.0,0.0,1.0
0.6,0.3,56,56,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.5,64,64,ok,0,0,0,0,1.0697,0.0,0.0,0.0,1.0
0.7,0.6,114,114,ok,0,0,0,1,2.2634,0.0,0.0,0.0,1.0
0.4,0.4,102,102,ok,0,0,0,0,4.3261,0.0,0.0,0.0,1.0
0.3,0.7,34,34,ok,4131,23,4154,488,886.771,0.79225751,0.11747713,0.00553683,111.74340021
0.3,0.7,137,137,capped,57583,77,57660,858,3612.8633,1.66370855,0.01488033,0.00133541,583.69382469
0.7,0.4,134,134,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.5,0.6,16,16,ok,0,0,0,0,1.0699,0.0,0.0,0.0,1.0
0.5,0.7,93,93,ok,34298,15,34313,2542,2160.4152,0.60089524,0.07408271,0.00043715,436.65749987
0.6,0.6,135,135,ok,174,1,175,43,233.9299,0.52014856,0.24571429,0.00571429,15.08432996
0.7,0.4,84,84,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.3,0.3,161,161,ok,0,4,4,0,27.3805,0.0,0.0,1.0,2.0
0.7,0.6,179,179,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.5,154,154,ok,0,0,0,0,0.7633,0.0,0.0,0.0,1.0
0.2,0.3,45,45,ok,0,0,0,0,2.3923,0.0,0.0,0.0,1.0
0.4,0.3,78,78,ok,0,0,0,0,9.9528,0.0,0.0,0.0,1.0
0.4,0.7,110,110,ok,6810,17,6827,1431,923.7182,0.48154004,0.20960891,0.00249011,167.93940213
0.5,0.4,182,182,ok,0,0,0,0,6.7251,0.0,0.0,0.0,1.0
0.2,0.6,103,103,ok,18183,89,18272,1486,1351.4906,0.84829973,0.08132662,0.00487084,290.0895761
0.4,0.8,63,63,capped,58003,67,58070,768,3406.3678,1.96172984,0.01322542,0.00115378,585.39500416
0.3,0.6,48,48,ok,0,0,0,0,1.2872,0.0,0.0,0.0,1.0
0.6,0.5,106,106,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.3,0.3,74,74,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.5,0.5,18,18,ok,0,0,0,0,1.3451,0.0,0.0,0.0,1.0
0.2,0.6,90,90,ok,24994,123,25117,1035,1630.5933,1.35049891,0.04120715,0.00489708,345.3383671
0.3,0.3,137,137,ok,0,0,0,0,1.1584,0.0,0.0,0.0,1.0
0.6,0.8,45,45,capped,59420,19,59439,1633,3362.4254,1.01972115,0.02747354,0.00031966,602.41813983
0.7,0.3,171,171,ok,0,0,0,0,3.5181,0.0,0.0,0.0,1.0
0.6,0.6,64,64,ok,0,0,0,0,1.2242,0.0,0.0,0.0,1.0
0.4,0.4,115,115,ok,0,0,0,0,0.6039,0.0,0.0,0.0,1.0
0.6,0.4,188,188,ok,0,0,0,2,17.7686,0.0,0.0,0.0,1.0
0.4,0.7,122,122,capped,55858,85,55943,1383,3443.0388,1.09396219,0.02472159,0.0015194,577.70130722
0.4,0.7,154,154,ok,12485,22,12507,2137,1120.047,0.49829478,0.17086432,0.00175901,243.20893358
0.2,0.8,158,158,capped,55500,276,55776,442,4124.9754,2.48240325,0.00792456,0.00494836,569.04194187
0.3,0.6,130,130,ok,19142,76,19218,1408,1412.6803,0.89854965,0.07326465,0.00395463,297.50935701
0.5,0.6,94,94,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.3,155,155,ok,3,2,5,4,34.2491,0.08422462,0.8,0.4,2.83566423
0.4,0.7,113,113,ok,42308,51,42359,2603,2340.2436,0.66882944,0.06145093,0.00120399,496.96662362
0.4,0.7,12,12,ok,40961,27,40988,1563,2610.1228,0.94366394,0.03813311,0.00065873,475.24524172
0.5,0.6,21,21,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.3,0.8,67,67,capped,54561,96,54657,572,3148.6605,2.57861919,0.01046527,0.00175641,561.03286918
0.3,0.3,40,40,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.7,0.6,82,82,ok,19,0,19,18,76.5784,0.2102643,0.94736842,0.0,5.33611013
0.4,0.3,37,37,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.4,181,181,ok,0,0,0,4,15.3386,0.0,0.0,0.0,1.0
0.3,0.6,66,66,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.4,25,25,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.6,0.8,131,131,capped,61163,4,61167,1417,3675.17,1.09704835,0.02316609,6.539e-05,611.30824095
0.4,0.6,152,152,ok,0,0,0,0,3.5098,0.0,0.0,0.0,1.0
0.4,0.6,144,144,ok,233,25,258,87,430.4962,0.28943095,0.3372093,0.09689922,22.87635618
0.4,0.4,85,85,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.3,0.5,167,167,ok,234,39,273,59,401.7143,0.36635443,0.21611722,0.14285714,22.50868251
0.3,0.3,153,153,ok,0,0,0,0,2.7798,0.0,0.0,0.0,1.0
0.6,0.8,15,15,capped,53736,10,53746,2317,3264.9149,0.68095249,0.04311018,0.00018606,571.80683503
0.2,0.5,153,153,ok,204,52,256,42,322.5561,0.44538594,0.1640625,0.203125,21.72974454
0.3,0.8,135,135,capped,58711,102,58813,526,3692.2624,2.54011039,0.0089436,0.00173431,588.22379453
0.4,0.7,55,55,ok,42130,30,42160,1912,2791.8261,0.75002394,0.04535104,0.00071157,487.65469399
0.4,0.4,165,165,ok,0,0,0,0,0.748,0.0,0.0,0.0,1.0
0.5,0.6,149,149,ok,333,17,350,109,562.1431,0.28343342,0.31142857,0.04857143,26.28223441
0.5,0.8,153,153,ok,0,0,0,1,1.6567,0.0,0.0,0.0,1.0
0.6,0.5,110,110,ok,44,1,45,28,139.4421,0.24651809,0.62222222,0.02222222,8.07368127
0.5,0.4,57,57,ok,0,0,0,1,12.6977,0.0,0.0,0.0,1.0
0.3,0.7,63,63,capped,54593,83,54676,1021,3113.4933,1.56416808,0.01867364,0.00151803,565.5867925
0.4,0.4,26,26,ok,0,0,0,0,1.0532,0.0,0.0,0.0,1.0
0.3,0.8,26,26,capped,57228,240,57468,930,4163.7231,1.33441066,0.01618292,0.00417624,584.79925842
0.7,0.4,65,65,ok,0,0,0,0,1.215,0.0,0.0,0.0,1.0
0.2,0.6,50,50,ok,10111,122,10233,1608,1057.6998,0.5596852,0.15713867,0.01192221,212.39393574
0.6,0.6,160,160,ok,202,3,205,70,325.266,0.36531183,0.34146341,0.01463415,18.2109167
0.5,0.7,84,84,ok,6083,18,6101,1650,1017.6231,0.3415803,0.27044747,0.00295034,163.72352401
0.2,0.5,34,34,ok,141,36,177,34,222.5181,0.47287792,0.1920904,0.20338983,17.40358147
0.3,0.4,166,166,ok,11,2,13,1,31.1481,0.34965494,0.07692308,0.15384615,2.64384355
0.2,0.3,192,192,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.6,0.7,197,197,ok,0,0,0,0,1.6661,0.0,0.0,0.0,1.0
0.6,0.8,188,188,ok,46020,13,46033,1600,2745.0371,0.98616476,0.03475767,0.00028241,511.62104346
0.3,0.4,15,15,ok,6,5,11,9,39.2582,0.14021506,0.81818182,0.45454545,5.0338545
0.3,0.5,9,9,ok,0,0,0,0,1.65,0.0,0.0,0.0,1.0
0.3,0.8,163,163,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.4,0.8,111,111,capped,54849,76,54925,720,3189.4404,2.09720253,0.01310878,0.00138371,564.12789092
0.4,0.5,141,141,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.5,0.7,189,189,ok,0,0,0,3,7.048,0.0,0.0,0.0,1.0
0.7,0.5,119,119,ok,0,0,0,0,0.4568,0.0,0.0,0.0,1.0
0.5,0.3,96,96,ok,0,0,0,0,0.8886,0.0,0.0,0.0,1.0
0.6,0.8,38,38,capped,57839,8,57847,2371,3250.7178,0.72006012,0.04098743,0.0001383,599.28540056
0.2,0.4,88,88,ok,21,21,42,19,129.4405,0.13633338,0.45238095,0.5,10.1300656
0.5,0.4,72,72,ok,0,0,0,0,0.1545,0.0,0.0,0.0,1.0
0.5,0.6,197,197,ok,132,2,134,45,204.6174,0.44490093,0.3358209,0.01492537,13.6623834
0.6,0.6,17,17,ok,130,2,132,63,267.1699,0.29851645,0.47727273,0.01515152,14.96172823
0.2,0.4,9,9,ok,0,0,0,0,1.6363,0.0,0.0,0.0,1.0
0.5,0.7,47,47,ok,713,31,744,149,644.0722,0.44458582,0.20026882,0.04166667,39.50604079
0.2,0.5,69,69,ok,0,0,0,0,1.1584,0.0,0.0,0.0,1.0
0.2,0.8,194,194,capped,55717,133,55850,366,2944.5063,4.06059174,0.00655327,0.00238138,567.31743673
0.2,0.7,124,124,capped,56025,127,56152,442,3245.8518,3.18459268,0.00787149,0.00226172,570.03831861
0.5,0.7,158,158,ok,0,0,0,0,2.9615,0.0,0.0,0.0,1.0
0.6,0.6,118,118,ok,145,6,151,77,384.3196,0.21315828,0.50993377,0.0397351,17.13192496
0.6,0.8,111,111,ok,25556,6,25562,1684,1715.188,0.83519194,0.06587904,0.00023472,356.02513766
0.4,0.5,32,32,ok,56,3,59,19,100.5888,0.46783373,0.3220339,0.05084746,8.10260256
0.6,0.7,36,36,ok,2097,17,2114,308,1054.7009,0.48731408,0.14569536,0.00804163,73.20799933
0.5,0.7,70,70,ok,4718,12,4730,1046,976.5485,0.42157952,0.22114165,0.002537,132.75416039
0.4,0.8,182,182,capped,61280,47,61327,770,3671.1151,1.91867537,0.01255564,0.00076638,606.44815842
0.6,0.8,117,117,ok,31162,7,31169,1473,2095.3912,0.94543458,0.04725849,0.00022458,399.24631997
0.3,0.4,64,64,ok,0,0,0,0,0.3069,0.0,0.0,0.0,1.0
0.4,0.8,92,92,capped,50683,68,50751,1277,2887.2259,1.27481632,0.02516207,0.00133988,541.51609366
0.4,0.4,121,121,ok,12,0,12,2,30.6379,0.38399222,0.16666667,0.0,2.35328873
0.6,0.6,2,2,ok,86,1,87,36,159.339,0.3968601,0.4137931,0.01149425,10.80528867
0.5,0.5,69,69,ok,0,0,0,0,2.0453,0.0,0.0,0.0,1.0
0.6,0.7,17,17,ok,5138,11,5149,2036,1034.292,0.23256784,0.39541659,0.00213634,160.46742322
